Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-00028__rep29	111	0.619	106.904	96.31%	15.752	79.661%	0.86754	0.344
SIM-00028__rep30	111	0.655	105.303	94.868%	14.71	75.56%	0.75113	0.372
SIM-00028__rep31	111	0.758	93.418	84.16%	12.136	65.528%	0.6455	0.573
SIM-00028__rep32	111	0.744	97.718	88.034%	12.627	66.829%	0.64013	0.554
SIM-00028__rep33	111	0.692	107.55	96.892%	14.022	72.409%	0.78264	0.462
SIM-00028__rep34	111	0.654	108.556	97.798%	15.473	75.954%	0.78155	0.426
SIM-00028__rep35	111	0.626	110.269	99.341%	15.212	78.346%	0.78922	0.315
SIM-00028__rep36	111	0.695	99.951	90.046%	14.636	72.37%	0.80302	0.509
SIM-00028__rep37	111	0.679	106.167	95.646%	14.411	73.637%	0.78379	0.444
SIM-00028__rep38	111	0.666	107.689	97.017%	14.317	75.145%	0.85965	0.4
SIM-00028__rep39	111	0.67	109.769	98.891%	15.722	74.867%	0.87105	0.484
SIM-00028__rep40	111	0.679	102.116	91.996%	14.159	73.51%	0.71813	0.423
SIM-00028__rep41	111	0.62	111.179	100.161%	15.738	80.208%	0.9125	0.353
SIM-00028__rep42	111	0.648	106.017	95.511%	16.281	76.327%	0.83497	0.442
SIM-00028__rep43	111	0.64	110.543	99.588%	15.904	76.965%	0.82946	0.402
SIM-00028__rep44	111	0.625	109.835	98.95%	15.613	78.163%	0.82282	0.327
SIM-00028__rep45	111	0.636	104.658	94.286%	14.745	77.391%	0.81047	0.303
SIM-00028__rep46	111	0.6	108.798	98.016%	16.8	80.0%	0.83981	0.316
SIM-00028__rep47	111	0.563	117.979	106.287%	17.942	83.026%	0.961	0.273
SIM-00028__rep48	111	0.632	104.036	93.726%	16.26	79.626%	0.93244	0.418
SIM-00028__rep49	111	0.628	109.062	98.254%	15.329	77.922%	0.82451	0.313
SIM-00028__rep50	111	0.671	103.523	93.264%	15.604	76.049%	0.94141	0.49
SIM-00028__rep51	111	0.692	107.719	97.044%	15.389	72.464%	0.8825	0.525
SIM-00028__rep52	111	0.64	115.354	103.923%	17.074	80.757%	0.96284	0.47
SIM-00028__rep53	111	0.657	109.77	98.892%	15.971	75.372%	0.87698	0.452
SIM-00028__rep54	111	0.658	110.417	99.475%	15.566	76.41%	0.92217	0.45
SIM-00028__rep55	111	0.659	111.821	100.74%	15.612	76.452%	0.87897	0.457
SIM-00028__rep56	111	0.633	109.477	98.628%	15.85	78.954%	0.96687	0.399
SIM-00028__rep57	111	0.762	94.53	85.162%	13.295	64.796%	0.71792	0.631
SIM-00028__rep58	111	0.662	109.649	98.783%	15.354	75.009%	0.82253	0.436
SIM-00028__rep59	111	0.62	108.304	97.571%	15.494	78.558%	0.83192	0.3
SIM-00028__rep60	111	0.665	103.08	92.865%	14.15	74.89%	0.7452	0.376
SIM-00028__rep61	111	0.657	103.237	93.006%	14.87	75.785%	0.79098	0.403
SIM-00028__rep62	111	0.667	103.347	93.105%	14.656	75.085%	0.74552	0.424
SIM-00028__rep63	111	0.661	110.23	99.306%	16.239	75.145%	0.88163	0.475
SIM-00028__rep64	111	0.642	102.226	92.095%	15.26	77.571%	0.74509	0.385
SIM-00028__rep65	111	0.652	108.723	97.949%	15.374	77.355%	0.87067	0.428
SIM-00028__rep66	111	0.628	114.868	103.485%	16.29	77.926%	0.87654	0.383
SIM-00028__rep67	111	0.643	112.112	101.002%	15.541	77.224%	0.85929	0.4
SIM-00028__rep68	111	0.607	112.326	101.195%	15.341	79.862%	0.85657	0.239
SIM-00028__rep69	111	0.635	114.83	103.45%	16.414	77.462%	0.87735	0.413
SIM-00028__rep70	111	0.716	98.211	88.478%	14.5	69.844%	0.76393	0.555
SIM-00028__rep71	111	0.739	98.088	88.368%	14.067	68.235%	0.88023	0.601
SIM-00028__rep72	111	0.693	99.308	89.467%	14.142	72.074%	0.70253	0.471
SIM-00028__rep73	111	0.61	114.096	102.789%	16.605	79.615%	0.92508	0.35
SIM-00028__rep74	111	0.652	111.575	100.518%	15.515	76.16%	0.84663	0.422
SIM-00028__rep75	111	0.63	109.307	98.475%	15.672	78.458%	0.91365	0.371
SIM-00028__rep76	111	0.645	111.725	100.653%	17.208	76.727%	0.84922	0.471
SIM-00028__rep77	111	0.658	104.678	94.305%	14.98	75.564%	0.83004	0.412
SIM-00028__rep78	111	0.629	113.559	102.305%	15.838	77.934%	0.93947	0.362
SIM-00028__rep79	111	0.703	96.789	87.197%	14.095	73.575%	0.81541	0.514
SIM-00028__rep80	111	0.61	111.155	100.14%	17.483	81.604%	1.05777	0.409
SIM-00028__rep81	111	0.656	104.405	94.059%	15.466	77.234%	0.92396	0.445
SIM-00028__rep82	111	0.635	110.639	99.675%	15.64	77.335%	0.82709	0.367
SIM-00028__rep83	111	0.579	121.574	109.526%	18.062	83.403%	1.06725	0.353
SIM-00028__rep84	111	0.72	99.211	89.379%	13.332	69.592%	0.77275	0.515
SIM-00028__rep85	111	0.663	111.807	100.727%	15.898	75.195%	0.88008	0.47
SIM-00028__rep86	111	0.64	109.334	98.499%	15.436	76.892%	0.81566	0.373
SIM-00028__rep87	111	0.681	104.065	93.752%	15.587	73.234%	0.78194	0.502
SIM-00028__rep88	111	0.627	110.968	99.971%	16.414	79.433%	0.90541	0.407
SIM-00028__rep89	111	0.691	98.733	88.949%	13.559	72.789%	0.81907	0.436
SIM-00028__rep90	111	0.574	115.627	104.168%	16.939	82.556%	0.95811	0.26
SIM-00028__rep91	111	0.638	112.798	101.62%	16.159	77.123%	0.82806	0.41
SIM-00028__rep92	111	0.645	111.295	100.266%	16.422	77.328%	0.89216	0.449
SIM-00028__rep93	111	0.7	99.078	89.259%	13.861	71.388%	0.72783	0.477
SIM-00028__rep94	111	0.723	103.225	92.995%	13.84	69.114%	0.73732	0.546
SIM-00028__rep95	111	0.675	99.69	89.811%	14.367	73.994%	0.77207	0.426
SIM-00028__rep96	111	0.69	105.951	95.451%	14.653	72.454%	0.78108	0.487
SIM-00028__rep97	111	0.665	107.866	97.177%	15.113	74.729%	0.79363	0.432
SIM-00028__rep98	111	0.647	114.874	103.49%	16.844	76.327%	0.92932	0.461
SIM-00028__rep99	111	0.632	112.748	101.575%	16.225	79.264%	0.90477	0.412
SIM-00064__rep0	44	0.648	48.768	110.836%	7.773	77.73%	1.35819	0.536
SIM-00064__rep1	44	0.626	52.972	120.391%	7.838	83.553%	1.35218	0.503
SIM-00064__rep2	44	0.636	54.471	123.798%	8.243	78.594%	1.36178	0.531
SIM-00064__rep3	44	0.589	55.366	125.832%	8.553	81.55%	1.46375	0.458
SIM-00064__rep4	44	0.688	56.158	127.632%	9.065	72.578%	1.34843	0.63
SIM-00064__rep5	44	0.656	49.572	112.664%	7.69	76.142%	1.25543	0.544
SIM-00064__rep6	44	0.697	46.513	105.711%	7.626	73.381%	1.26996	0.614
SIM-00064__rep7	44	0.576	58.426	132.786%	9.511	82.783%	1.76485	0.469
SIM-00064__rep8	44	0.465	60.331	137.116%	10.592	90.165%	1.62995	0.318
SIM-00064__rep9	44	0.473	62.599	142.27%	9.919	89.075%	1.66581	0.3
SIM-00064__rep10	44	0.621	52.996	120.445%	8.319	78.607%	1.22408	0.502
SIM-00064__rep11	44	0.563	55.173	125.393%	9.029	83.119%	1.57249	0.426
SIM-00064__rep12	44	0.793	42.23	95.977%	6.409	61.107%	0.95837	0.739
SIM-00064__rep13	44	0.719	48.602	110.459%	7.153	69.476%	1.0187	0.636
SIM-00064__rep14	44	0.482	60.909	138.43%	9.336	89.015%	1.59105	0.292
SIM-00064__rep15	44	0.609	51.319	116.634%	8.661	81.118%	1.5394	0.501
SIM-00064__rep16	44	0.612	55.219	125.498%	8.148	79.898%	1.35344	0.483
SIM-00064__rep17	44	0.657	51.903	117.961%	8.088	75.751%	1.41644	0.558
SIM-00064__rep18	44	0.65	50.918	115.723%	8.061	76.859%	1.29541	0.547
SIM-00064__rep19	44	0.582	57.393	130.439%	7.931	82.686%	1.3335	0.417
SIM-00064__rep20	44	0.695	48.283	109.734%	8.325	74.165%	1.32388	0.628
SIM-00064__rep21	44	0.785	48.448	110.109%	6.894	61.91%	1.12703	0.736
SIM-00064__rep22	44	0.771	44.627	101.425%	6.805	63.735%	1.03254	0.713
SIM-00064__rep23	44	0.717	48.754	110.805%	8.3	72.242%	1.3671	0.66
SIM-00064__rep24	44	0.607	55.84	126.909%	8.784	80.863%	1.45171	0.5
SIM-00064__rep25	44	0.617	54.214	123.214%	7.834	79.955%	1.29125	0.481
SIM-00064__rep26	44	0.748	49.679	112.907%	7.515	66.424%	1.14175	0.69
SIM-00064__rep27	44	0.77	45.188	102.7%	6.832	63.988%	1.16385	0.712
SIM-00064__rep28	44	0.743	51.792	117.709%	7.635	66.963%	1.21473	0.686
SIM-00064__rep29	44	0.701	54.456	123.764%	8.382	71.352%	1.37936	0.637
SIM-00064__rep30	44	0.604	53.257	121.039%	8.14	80.598%	1.23452	0.469
SIM-00064__rep31	44	0.569	56.213	127.757%	8.619	84.516%	1.51343	0.429
SIM-00064__rep32	44	0.637	54.584	124.055%	8.522	77.155%	1.17464	0.538
SIM-00064__rep33	44	0.609	56.022	127.323%	7.934	80.976%	1.34451	0.471
SIM-00064__rep34	44	0.554	52.991	120.434%	9.019	85.222%	1.40585	0.417
SIM-00064__rep35	44	0.677	49.947	113.516%	7.588	73.701%	1.11144	0.575
SIM-00064__rep36	44	0.625	56.093	127.484%	8.418	78.159%	1.41467	0.514
SIM-00064__rep37	44	0.732	53.133	120.757%	7.887	68.133%	1.36464	0.674
SIM-00064__rep38	44	0.758	48.798	110.905%	7.085	65.223%	1.1166	0.698
SIM-00064__rep39	44	0.682	49.425	112.33%	8.389	73.576%	1.35628	0.608
SIM-00064__rep40	44	0.622	52.1	118.409%	8.554	78.746%	1.5608	0.515
SIM-00064__rep41	44	0.665	51.22	116.409%	8.524	74.76%	1.38427	0.583
SIM-00064__rep42	44	0.667	54.641	124.184%	9.194	74.573%	1.4199	0.601
SIM-00064__rep43	44	0.611	55.27	125.614%	8.308	79.214%	1.30783	0.482
SIM-00064__rep44	44	0.71	50.633	115.075%	7.628	70.824%	1.0486	0.635
SIM-00064__rep45	44	0.739	46.009	104.566%	7.576	69.743%	1.26137	0.68
SIM-00064__rep46	44	0.687	47.387	107.698%	7.702	74.113%	1.23999	0.601
SIM-00064__rep47	44	0.657	49.757	113.084%	7.877	75.796%	1.22035	0.553
SIM-00064__rep48	44	0.587	57.052	129.664%	9.115	81.855%	1.36862	0.475
SIM-00064__rep49	44	0.65	53.685	122.011%	7.702	76.261%	1.20725	0.533
SIM-00064__rep50	44	0.742	48.909	111.157%	7.163	67.088%	1.13308	0.673
SIM-00064__rep51	44	0.576	55.444	126.009%	8.56	83.142%	1.36467	0.438
SIM-00064__rep52	44	0.611	53.411	121.389%	8.765	86.786%	1.76278	0.511
SIM-00064__rep53	44	0.532	56.172	127.664%	8.883	85.477%	1.476	0.363
SIM-00064__rep54	44	0.652	51.494	117.032%	7.839	76.139%	1.24484	0.542
SIM-00064__rep55	44	0.57	57.758	131.268%	8.979	83.368%	1.46224	0.441
SIM-00064__rep56	44	0.602	57.626	130.968%	8.961	80.472%	1.46607	0.494
SIM-00064__rep57	44	0.596	58.679	133.361%	8.89	80.486%	1.34723	0.481
SIM-00064__rep58	44	0.56	60.251	136.934%	9.73	82.827%	1.46097	0.443
SIM-00064__rep59	44	0.553	60.185	136.784%	9.397	88.793%	1.58796	0.436
SIM-00064__rep60	44	0.655	54.282	123.368%	8.049	76.744%	1.14411	0.557
SIM-00064__rep61	44	0.627	55.613	126.393%	9.037	78.657%	1.56285	0.537
SIM-00064__rep62	44	0.659	50.559	114.907%	7.464	75.398%	1.21466	0.538
SIM-00064__rep63	44	0.567	55.423	125.961%	8.71	83.812%	1.42495	0.427
SIM-00064__rep64	44	0.6	48.101	109.32%	8.747	81.923%	1.97498	0.488
SIM-00064__rep65	44	0.511	60.173	136.757%	9.429	88.311%	1.56425	0.358
SIM-00064__rep66	44	0.649	52.8	120.0%	8.13	76.821%	1.33924	0.549
SIM-00064__rep67	44	0.619	52.391	119.07%	8.401	79.382%	1.40199	0.506
SIM-00064__rep68	44	0.703	49.843	113.28%	7.326	71.156%	1.12352	0.613
SIM-00064__rep69	44	0.612	52.271	118.798%	8.229	83.125%	1.35173	0.493
SIM-00064__rep70	44	0.66	54.097	122.948%	9.172	75.908%	1.4646	0.591
SIM-00064__rep71	44	0.802	43.27	98.341%	7.375	62.33%	1.22856	0.767
SIM-00064__rep72	44	0.681	51.754	117.623%	7.109	73.324%	1.16956	0.564
SIM-00064__rep73	44	0.586	55.597	126.357%	8.038	81.196%	1.26031	0.421
SIM-00064__rep74	44	0.56	55.37	125.841%	8.817	83.313%	1.43948	0.412
SIM-00064__rep75	44	0.597	48.827	110.97%	8.989	80.724%	1.24565	0.487
SIM-00064__rep76	44	0.64	55.859	126.952%	8.071	76.954%	1.37575	0.527
SIM-00064__rep77	44	0.582	56.678	128.814%	8.198	83.67%	1.39789	0.434
SIM-00064__rep78	44	0.616	59.676	135.627%	8.581	78.995%	1.49459	0.504
SIM-00064__rep79	44	0.778	48.509	110.248%	7.3	63.062%	1.14364	0.732
SIM-00064__rep80	44	0.672	46.751	106.252%	7.734	74.42%	1.3106	0.575
SIM-00064__rep81	44	0.711	46.507	105.698%	7.702	70.309%	1.0955	0.638
SIM-00064__rep82	44	0.73	47.421	107.775%	7.061	68.582%	1.00213	0.654
SIM-00064__rep83	44	0.713	47.148	107.155%	6.605	70.41%	1.05721	0.606
SIM-00064__rep84	44	0.658	51.276	116.536%	8.628	77.482%	1.54542	0.579
SIM-00064__rep85	44	0.617	51.722	117.55%	8.439	79.741%	1.28643	0.504
SIM-00064__rep86	44	0.706	51.27	116.523%	7.861	72.366%	1.2924	0.635
SIM-00064__rep87	44	0.662	54.856	124.673%	8.498	75.112%	1.26517	0.579
SIM-00064__rep88	44	0.663	52.837	120.084%	8.41	74.922%	1.1618	0.576
SIM-00064__rep89	44	0.633	55.888	127.018%	9.099	77.456%	1.33314	0.546
SIM-00064__rep90	44	0.519	55.863	126.961%	8.919	85.823%	1.40384	0.332
SIM-00064__rep91	44	0.647	58.144	132.145%	8.842	76.383%	1.38118	0.563
SIM-00064__rep92	44	0.644	52.908	120.245%	8.79	78.308%	1.68336	0.56
SIM-00064__rep93	44	0.707	52.877	120.175%	8.45	71.931%	1.47503	0.648
SIM-00064__rep94	44	0.705	51.941	118.048%	7.517	71.029%	1.13734	0.622
SIM-00064__rep95	44	0.664	48.274	109.714%	7.804	75.094%	1.20031	0.561
SIM-00064__rep96	44	0.605	56.578	128.586%	8.423	79.59%	1.2986	0.477
SIM-00064__rep97	44	0.632	52.358	118.995%	8.505	78.295%	1.33545	0.531
SIM-00064__rep98	44	0.621	53.767	122.198%	8.027	78.711%	1.22619	0.492
SIM-00064__rep99	44	0.631	53.87	122.432%	8.736	77.826%	1.50745	0.535
SIM-00082__rep0	72	0.641	75.197	104.44%	10.147	78.756%	1.08417	0.413
SIM-00082__rep1	72	0.657	73.369	101.901%	9.919	76.075%	0.9069	0.43
SIM-00082__rep2	72	0.661	76.321	106.001%	9.866	75.228%	0.913	0.43
SIM-00082__rep3	72	0.565	81.731	113.515%	11.06	83.368%	1.1079	0.241
SIM-00082__rep4	72	0.675	73.04	101.444%	9.833	74.544%	0.90181	0.478
SIM-00082__rep5	72	0.573	84.28	117.056%	11.746	82.238%	1.06728	0.313
SIM-00082__rep6	72	0.633	74.213	103.074%	10.231	78.468%	0.95822	0.389
SIM-00082__rep7	72	0.642	74.359	103.276%	10.568	76.668%	0.90629	0.425
SIM-00082__rep8	72	0.676	73.283	101.782%	10.68	75.899%	0.96014	0.528
SIM-00082__rep9	72	0.684	77.323	107.393%	11.214	72.997%	0.94818	0.559
SIM-00082__rep10	72	0.688	72.507	100.704%	9.602	73.644%	0.83301	0.5
SIM-00082__rep11	72	0.595	79.708	110.706%	11.385	85.334%	1.16871	0.384
SIM-00082__rep12	72	0.631	80.972	112.461%	12.047	78.419%	0.99555	0.48
SIM-00082__rep13	72	0.668	72.939	101.304%	10.066	74.614%	0.95204	0.466
SIM-00082__rep14	72	0.618	75.529	104.901%	10.834	78.598%	0.88675	0.37
SIM-00082__rep15	72	0.654	76.784	106.644%	10.58	77.997%	1.07946	0.474
SIM-00082__rep16	72	0.625	78.118	108.497%	10.113	78.492%	0.93548	0.34
SIM-00082__rep17	72	0.6	74.899	104.026%	12.191	82.192%	1.14715	0.426
SIM-00082__rep18	72	0.659	72.415	100.576%	10.096	75.251%	0.85856	0.437
SIM-00082__rep19	72	0.75	60.216	83.633%	8.83	66.94%	0.77325	0.615
SIM-00082__rep20	72	0.668	72.65	100.903%	9.569	74.721%	0.80975	0.428
SIM-00082__rep21	72	0.599	80.713	112.101%	10.711	80.737%	1.0081	0.316
SIM-00082__rep22	72	0.577	80.922	112.392%	11.88	84.004%	1.10865	0.36
SIM-00082__rep23	72	0.714	67.267	93.426%	9.903	70.378%	0.91357	0.577
SIM-00082__rep24	72	0.682	74.93	104.069%	9.769	73.222%	0.82112	0.489
SIM-00082__rep25	72	0.689	73.126	101.564%	9.921	73.947%	0.8595	0.523
SIM-00082__rep26	72	0.625	75.036	104.217%	10.929	78.873%	0.96268	0.415
SIM-00082__rep27	72	0.722	67.04	93.111%	8.54	69.269%	0.79145	0.511
SIM-00082__rep28	72	0.711	70.74	98.25%	9.54	70.715%	0.80923	0.55
SIM-00082__rep29	72	0.691	69.236	96.161%	9.858	73.477%	0.90296	0.522
SIM-00082__rep30	72	0.69	71.709	99.596%	9.559	72.467%	0.84201	0.492
SIM-00082__rep31	72	0.598	80.595	111.938%	11.334	80.957%	1.00387	0.367
SIM-00082__rep32	72	0.658	78.238	108.664%	10.751	75.272%	1.00091	0.479
SIM-00082__rep33	72	0.604	76.834	106.714%	10.645	80.24%	0.98147	0.323
SIM-00082__rep34	72	0.639	77.936	108.244%	11.728	76.998%	0.95504	0.481
SIM-00082__rep35	72	0.756	65.894	91.519%	9.575	65.761%	0.85605	0.655
SIM-00082__rep36	72	0.692	74.165	103.007%	9.521	72.179%	0.87141	0.496
SIM-00082__rep37	72	0.706	69.697	96.801%	9.19	71.328%	0.8565	0.518
SIM-00082__rep38	72	0.547	90.191	125.265%	12.808	85.198%	1.18965	0.331
SIM-00082__rep39	72	0.583	75.342	104.642%	10.368	81.966%	0.9568	0.212
SIM-00082__rep40	72	0.739	66.832	92.822%	9.315	67.578%	0.82587	0.608
SIM-00082__rep41	72	0.563	80.012	111.128%	10.842	83.154%	1.03929	0.181
SIM-00082__rep42	72	0.578	77.775	108.021%	12.129	82.148%	0.97767	0.36
SIM-00082__rep43	72	0.721	68.052	94.517%	9.896	71.049%	0.90836	0.594
SIM-00082__rep44	72	0.642	72.917	101.274%	9.772	76.776%	0.85674	0.353
SIM-00082__rep45	72	0.674	71.322	99.058%	9.577	73.888%	0.81508	0.442
SIM-00082__rep46	72	0.519	89.248	123.956%	11.96	85.868%	1.17437	0.135
SIM-00082__rep47	72	0.751	63.447	88.121%	9.27	66.214%	0.7634	0.632
SIM-00082__rep48	72	0.651	79.243	110.06%	10.524	75.95%	0.93196	0.445
SIM-00082__rep49	72	0.603	79.597	110.551%	12.217	81.628%	1.20351	0.433
SIM-00082__rep50	72	0.544	84.017	116.69%	11.85	86.425%	1.18957	0.274
SIM-00082__rep51	72	0.691	71.225	98.924%	10.144	73.208%	0.88878	0.536
SIM-00082__rep52	72	0.635	72.667	100.926%	10.421	78.109%	0.93435	0.407
SIM-00082__rep53	72	0.707	66.233	91.99%	9.195	71.367%	0.75708	0.521
SIM-00082__rep54	72	0.71	70.365	97.729%	9.019	70.427%	0.79005	0.511
SIM-00082__rep55	72	0.675	75.374	104.686%	11.0	74.162%	0.95792	0.533
SIM-00082__rep56	72	0.645	76.502	106.253%	10.374	77.756%	0.96082	0.437
SIM-00082__rep57	72	0.749	68.575	95.243%	9.309	66.835%	0.83564	0.631
SIM-00082__rep58	72	0.601	78.222	108.642%	11.581	82.303%	1.12875	0.403
SIM-00082__rep59	72	0.546	83.309	115.707%	12.143	85.438%	1.21558	0.292
SIM-00082__rep60	72	0.723	70.298	97.636%	9.93	69.524%	0.91613	0.598
SIM-00082__rep61	72	0.706	66.303	92.088%	10.004	72.962%	1.07259	0.566
SIM-00082__rep62	72	0.556	87.468	121.483%	11.743	83.454%	1.20481	0.257
SIM-00082__rep63	72	0.525	87.003	120.837%	12.414	85.26%	1.12342	0.196
SIM-00082__rep64	72	0.582	76.273	105.935%	12.123	81.733%	1.01768	0.367
SIM-00082__rep65	72	0.601	83.473	115.935%	12.128	82.905%	1.22589	0.43
SIM-00082__rep66	72	0.695	71.698	99.581%	9.659	71.994%	0.81775	0.517
SIM-00082__rep67	72	0.65	78.139	108.526%	11.022	76.794%	1.01719	0.48
SIM-00082__rep68	72	0.651	75.611	105.015%	9.796	76.032%	0.90994	0.388
SIM-00082__rep69	72	0.596	76.232	105.878%	10.25	80.532%	0.90673	0.226
SIM-00082__rep70	72	0.685	71.819	99.749%	10.309	73.263%	0.93863	0.526
SIM-00082__rep71	72	0.634	80.619	111.971%	12.156	77.504%	0.99332	0.488
SIM-00082__rep72	72	0.597	75.461	104.807%	10.427	80.446%	0.92728	0.257
SIM-00082__rep73	72	0.619	81.17	112.736%	11.226	81.017%	1.12233	0.427
SIM-00082__rep74	72	0.529	83.062	115.364%	12.327	85.064%	1.11661	0.209
SIM-00082__rep75	72	0.647	75.0	104.167%	10.708	77.278%	1.01017	0.46
SIM-00082__rep76	72	0.689	64.47	89.542%	9.464	73.455%	0.90008	0.491
SIM-00082__rep77	72	0.652	77.217	107.246%	10.039	76.105%	0.96623	0.419
SIM-00082__rep78	72	0.68	73.337	101.857%	10.394	75.406%	0.97469	0.525
SIM-00082__rep79	72	0.725	73.091	101.515%	9.781	69.511%	0.89498	0.596
SIM-00082__rep80	72	0.685	71.627	99.482%	9.672	72.905%	0.83674	0.484
SIM-00082__rep81	72	0.647	77.781	108.029%	10.141	76.441%	0.97461	0.409
SIM-00082__rep82	72	0.611	77.944	108.256%	10.966	81.285%	1.00506	0.39
SIM-00082__rep83	72	0.613	82.622	114.753%	10.679	80.496%	1.0253	0.37
SIM-00082__rep84	72	0.612	79.509	110.429%	10.619	79.149%	0.95331	0.334
SIM-00082__rep85	72	0.609	81.014	112.519%	11.949	79.484%	1.07184	0.423
SIM-00082__rep86	72	0.724	63.884	88.728%	9.412	69.766%	0.93011	0.579
SIM-00082__rep87	72	0.579	80.357	111.607%	12.662	85.758%	1.19583	0.408
SIM-00082__rep88	72	0.572	80.698	112.081%	11.791	85.541%	1.11079	0.349
SIM-00082__rep89	72	0.657	74.525	103.507%	11.562	75.583%	0.94789	0.515
SIM-00082__rep90	72	0.551	80.052	111.183%	11.586	84.054%	1.02223	0.237
SIM-00082__rep91	72	0.652	77.291	107.349%	10.295	75.896%	0.87885	0.436
SIM-00082__rep92	72	0.593	79.353	110.212%	12.453	81.758%	1.21889	0.418
SIM-00082__rep93	72	0.763	62.572	86.906%	8.986	66.978%	0.84973	0.653
SIM-00082__rep94	72	0.666	73.297	101.801%	11.44	78.202%	0.99082	0.537
SIM-00082__rep95	72	0.622	76.8	106.667%	10.665	80.39%	0.99766	0.4
SIM-00082__rep96	72	0.711	71.932	99.906%	9.999	72.925%	0.97557	0.579
SIM-00082__rep97	72	0.535	86.02	119.472%	12.86	85.167%	1.16803	0.293
SIM-00082__rep98	72	0.711	72.133	100.185%	9.657	70.431%	0.84066	0.557
SIM-00082__rep99	72	0.589	82.292	114.294%	11.546	80.838%	0.96923	0.334
SIM-00100__rep0	52	0.585	64.594	124.219%	10.184	85.462%	1.41816	0.462
SIM-00100__rep1	52	0.756	51.172	98.408%	7.925	65.588%	1.05608	0.685
SIM-00100__rep2	52	0.551	63.22	121.577%	9.059	84.111%	1.2428	0.314
SIM-00100__rep3	52	0.678	56.387	108.437%	8.937	76.077%	1.3095	0.582
SIM-00100__rep4	52	0.644	59.664	114.738%	8.814	76.716%	1.13845	0.508
SIM-00100__rep5	52	0.71	51.48	99.0%	8.06	71.241%	0.9419	0.609
SIM-00100__rep6	52	0.622	58.15	111.827%	8.87	80.972%	1.33341	0.476
SIM-00100__rep7	52	0.709	54.163	104.16%	7.731	70.574%	1.0365	0.592
SIM-00100__rep8	52	0.679	54.885	105.548%	7.958	73.888%	0.97929	0.544
SIM-00100__rep9	52	0.594	61.183	117.66%	8.59	80.453%	1.0634	0.377
SIM-00100__rep10	52	0.625	59.297	114.033%	8.851	78.233%	1.31894	0.47
SIM-00100__rep11	52	0.581	60.427	116.206%	9.836	81.403%	1.24552	0.424
SIM-00100__rep12	52	0.569	62.388	119.977%	9.159	82.25%	1.11969	0.353
SIM-00100__rep13	52	0.69	58.663	112.813%	8.194	72.425%	1.04249	0.575
SIM-00100__rep14	52	0.662	60.614	116.565%	9.029	77.999%	1.21106	0.557
