category	arm	class	purity_bin	depth_regime	count	min_required	meets_minimum	scope_status	scope_reason
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	HIGH	LOW	9	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	HIGH	MID	12	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	HIGH	HIGH	7	5	True	IN_SCOPE	
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
CN_NEUTRAL_LOH_WT_LOSS	CORE_HR	Benign	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	CN_NEUTRAL_LOH_WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	CORE_HR	Benign	LOW	LOW	23	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	LOW	MID	20	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	LOW	HIGH	32	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	CORE_HR	Benign	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	CORE_HR	Benign	MID	LOW	26	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	MID	MID	18	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	MID	HIGH	24	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	MID	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	CORE_HR	Benign	MID	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	CORE_HR	Benign	HIGH	LOW	20	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	HIGH	MID	25	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	HIGH	HIGH	23	5	True	IN_SCOPE	
WT_LOSS	CORE_HR	Benign	HIGH	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
WT_LOSS	CORE_HR	Benign	HIGH	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	WT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	CORE_HR	Benign	LOW	LOW	61	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	LOW	MID	73	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	LOW	HIGH	61	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	LOW	AMBIGUOUS_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the AMBIGUOUS_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	CORE_HR	Benign	LOW	NOT_EVALUABLE_REGIME	0			OUT_OF_SCOPE	VARIANT_LOSS is one of the 4 evaluable-depth grid categories and is not generated in the NOT_EVALUABLE_REGIME side-arm regime, which is reserved for AMBIGUOUS/NOT_EVALUABLE by construction
VARIANT_LOSS	CORE_HR	Benign	MID	LOW	71	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	MID	MID	61	5	True	IN_SCOPE	
VARIANT_LOSS	CORE_HR	Benign	MID	HIGH	69	5	True	IN_SCOPE	
