sample_id	gene_group	true_class	recovered_sbs3_exposure
SIM-00223	CORE_HR	Pathogenic	0.0
SIM-00224	CORE_HR	Pathogenic	0.0
SIM-00225	CORE_HR	Pathogenic	0.0
SIM-00226	CORE_HR	Pathogenic	0.0
SIM-00227	CORE_HR	Pathogenic	0.0
SIM-00228	CORE_HR	Pathogenic	0.0
SIM-00229	CORE_HR	Pathogenic	0.0
SIM-00230	CORE_HR	Pathogenic	0.0
SIM-00231	CORE_HR	Pathogenic	0.0
SIM-00232	CORE_HR	Pathogenic	0.0
SIM-00233	CORE_HR	Pathogenic	0.0
SIM-00234	CORE_HR	Pathogenic	0.0
SIM-00235	CORE_HR	Pathogenic	0.0
SIM-00236	CORE_HR	Pathogenic	0.0
SIM-00237	CORE_HR	Pathogenic	0.0
SIM-00238	CORE_HR	Pathogenic	0.0
SIM-00239	CORE_HR	Pathogenic	0.0
SIM-00240	CORE_HR	Pathogenic	0.0
SIM-00241	CORE_HR	Pathogenic	0.0
SIM-00242	CORE_HR	Pathogenic	0.0
SIM-00243	CORE_HR	Pathogenic	0.0
SIM-00244	CORE_HR	Pathogenic	0.0
SIM-00245	CORE_HR	Pathogenic	0.0
SIM-00246	CORE_HR	Pathogenic	0.0
SIM-00247	CORE_HR	Pathogenic	0.0
SIM-00248	CORE_HR	Pathogenic	0.0
SIM-00249	CORE_HR	Pathogenic	0.0
SIM-00250	CORE_HR	Pathogenic	0.0
SIM-00251	CORE_HR	Pathogenic	0.0
SIM-00252	CORE_HR	Pathogenic	0.0
SIM-00253	CORE_HR	Pathogenic	0.0
SIM-00254	CORE_HR	Pathogenic	0.0
SIM-00255	CORE_HR	Pathogenic	0.0
SIM-00256	CORE_HR	Pathogenic	0.0
SIM-00257	CORE_HR	Pathogenic	0.0
SIM-00258	CORE_HR	Pathogenic	0.931818
SIM-00259	CORE_HR	Pathogenic	0.0
SIM-00260	CORE_HR	Pathogenic	0.0
SIM-00261	CORE_HR	Pathogenic	0.0
SIM-00262	CORE_HR	Pathogenic	0.0
SIM-00263	CORE_HR	Pathogenic	0.0
SIM-00264	CORE_HR	Pathogenic	0.0
SIM-00265	CORE_HR	Pathogenic	0.0
SIM-00266	CORE_HR	Pathogenic	0.0
SIM-00267	CORE_HR	Pathogenic	0.0
SIM-00268	CORE_HR	Pathogenic	0.0
SIM-00269	CORE_HR	Pathogenic	0.0
SIM-00270	CORE_HR	Pathogenic	0.0
SIM-00271	CORE_HR	Pathogenic	0.0
SIM-00272	CORE_HR	Pathogenic	0.0
SIM-00273	CORE_HR	Pathogenic	0.0
SIM-00274	CORE_HR	Pathogenic	0.0
SIM-00275	CORE_HR	Pathogenic	0.0
SIM-00276	CORE_HR	Pathogenic	0.0
SIM-00277	CORE_HR	Pathogenic	0.0
SIM-00278	CORE_HR	Pathogenic	0.0
SIM-00279	CORE_HR	Pathogenic	0.0
SIM-00280	CORE_HR	Pathogenic	0.0
SIM-00281	CORE_HR	Pathogenic	0.0
SIM-00282	CORE_HR	Pathogenic	0.0
SIM-00283	CORE_HR	Pathogenic	0.0
SIM-00284	CORE_HR	Pathogenic	0.0
SIM-00285	CORE_HR	Pathogenic	0.0
SIM-00286	CORE_HR	Pathogenic	0.0
SIM-00287	CORE_HR	Pathogenic	0.0
SIM-00288	CORE_HR	Pathogenic	0.0
SIM-00289	CORE_HR	Pathogenic	0.0
SIM-00290	CORE_HR	Pathogenic	0.0
SIM-00291	CORE_HR	Pathogenic	0.0
SIM-00292	CORE_HR	Pathogenic	0.0
SIM-00293	CORE_HR	Pathogenic	0.0
SIM-00294	CORE_HR	Pathogenic	0.0
SIM-00295	CORE_HR	Pathogenic	0.0
SIM-00296	CORE_HR	Pathogenic	0.0
SIM-00297	CORE_HR	Pathogenic	0.0
SIM-00298	CORE_HR	Pathogenic	0.0
SIM-00299	CORE_HR	Pathogenic	0.0
SIM-00300	CORE_HR	Pathogenic	0.0
SIM-00301	CORE_HR	Pathogenic	0.0
SIM-00302	CORE_HR	Pathogenic	0.0
SIM-00303	CORE_HR	Pathogenic	0.0
SIM-00304	CORE_HR	Pathogenic	0.0
SIM-00305	CORE_HR	Pathogenic	0.813953
SIM-00306	CORE_HR	Pathogenic	0.0
SIM-00307	CORE_HR	Pathogenic	0.0
SIM-00308	CORE_HR	Pathogenic	0.0
SIM-00309	CORE_HR	Pathogenic	0.0
SIM-00310	CORE_HR	Pathogenic	0.0
SIM-00311	CORE_HR	Pathogenic	0.0
SIM-00312	CORE_HR	Pathogenic	0.0
SIM-00313	CORE_HR	Pathogenic	0.0
SIM-00314	CORE_HR	Pathogenic	0.0
SIM-00315	CORE_HR	Pathogenic	0.0
SIM-00316	CORE_HR	Pathogenic	0.0
SIM-00317	CORE_HR	Pathogenic	0.0
SIM-00318	CORE_HR	Pathogenic	0.0
SIM-00319	CORE_HR	Pathogenic	0.0
SIM-00320	CORE_HR	Pathogenic	0.0
SIM-00321	CORE_HR	Pathogenic	0.0
SIM-00322	CORE_HR	Pathogenic	0.0
SIM-00323	CORE_HR	Pathogenic	0.0
SIM-00324	CORE_HR	Pathogenic	0.0
SIM-00325	CORE_HR	Pathogenic	0.0
SIM-00326	CORE_HR	Pathogenic	0.0
SIM-00327	CORE_HR	Pathogenic	0.0
SIM-00328	CORE_HR	Pathogenic	0.0
SIM-00329	CORE_HR	Pathogenic	0.0
SIM-00330	CORE_HR	Pathogenic	0.0
SIM-00331	CORE_HR	Pathogenic	0.0
SIM-00332	CORE_HR	Pathogenic	0.0
SIM-00333	CORE_HR	Pathogenic	0.0
SIM-00334	CORE_HR	Pathogenic	0.0
SIM-00335	CORE_HR	Pathogenic	0.0
SIM-00336	CORE_HR	Pathogenic	0.0
SIM-00337	CORE_HR	Pathogenic	0.0
SIM-00338	CORE_HR	Pathogenic	0.0
SIM-00339	CORE_HR	Pathogenic	0.621951
SIM-00340	CORE_HR	Pathogenic	0.0
SIM-00341	CORE_HR	Pathogenic	0.0
SIM-00342	CORE_HR	Pathogenic	0.0
SIM-00343	CORE_HR	Pathogenic	0.0
SIM-00344	CORE_HR	Pathogenic	0.0
SIM-00345	CORE_HR	Pathogenic	0.0
SIM-00346	CORE_HR	Pathogenic	0.0
SIM-00347	CORE_HR	Pathogenic	0.0
SIM-00348	CORE_HR	Pathogenic	0.0
SIM-00349	CORE_HR	Pathogenic	0.0
SIM-00350	CORE_HR	Pathogenic	0.0
SIM-00351	CORE_HR	Pathogenic	0.0
SIM-00352	CORE_HR	Pathogenic	0.0
SIM-00353	CORE_HR	Pathogenic	0.0
SIM-00354	CORE_HR	Pathogenic	0.0
SIM-00355	CORE_HR	Pathogenic	0.0
SIM-00356	CORE_HR	Pathogenic	0.0
SIM-00357	CORE_HR	Pathogenic	0.0
SIM-00358	CORE_HR	Pathogenic	0.0
SIM-00359	CORE_HR	Pathogenic	0.9375
SIM-00360	CORE_HR	Pathogenic	0.0
SIM-00361	CORE_HR	Pathogenic	0.0
SIM-00362	CORE_HR	Pathogenic	0.0
SIM-00363	CORE_HR	Pathogenic	0.0
SIM-00364	CORE_HR	Pathogenic	0.0
SIM-00365	CORE_HR	Pathogenic	0.0
SIM-00366	CORE_HR	Pathogenic	0.0
SIM-00367	CORE_HR	Pathogenic	0.0
SIM-00368	CORE_HR	Pathogenic	0.610169
SIM-00369	CORE_HR	Pathogenic	0.0
SIM-00370	CORE_HR	Pathogenic	0.0
SIM-00371	CORE_HR	Pathogenic	0.0
SIM-00372	CORE_HR	Pathogenic	0.0
SIM-00373	CORE_HR	Pathogenic	0.0
SIM-00374	CORE_HR	Pathogenic	0.0
SIM-00375	CORE_HR	Pathogenic	0.0
SIM-00376	CORE_HR	Pathogenic	0.0
SIM-00377	CORE_HR	Pathogenic	0.0
SIM-00378	CORE_HR	Pathogenic	0.0
SIM-00379	CORE_HR	Pathogenic	0.0
SIM-00380	CORE_HR	Pathogenic	0.0
SIM-00381	CORE_HR	Pathogenic	0.0
SIM-00382	CORE_HR	Pathogenic	0.0
SIM-00383	CORE_HR	Pathogenic	0.0
SIM-00384	CORE_HR	Pathogenic	0.0
SIM-00385	CORE_HR	Pathogenic	0.0
SIM-00386	CORE_HR	Pathogenic	0.0
SIM-00387	CORE_HR	Pathogenic	0.0
SIM-00388	CORE_HR	Pathogenic	0.0
SIM-00389	CORE_HR	Pathogenic	0.0
SIM-00390	CORE_HR	Pathogenic	0.0
SIM-00391	CORE_HR	Pathogenic	0.0
SIM-00392	CORE_HR	Pathogenic	0.0
SIM-00393	CORE_HR	Pathogenic	0.0
SIM-00394	CORE_HR	Pathogenic	0.0
SIM-00395	CORE_HR	Pathogenic	0.0
SIM-00396	CORE_HR	Pathogenic	0.0
SIM-00397	CORE_HR	Pathogenic	0.0
SIM-00398	CORE_HR	Pathogenic	0.0
SIM-00399	CORE_HR	Pathogenic	0.0
SIM-00400	CORE_HR	Pathogenic	0.0
SIM-00401	CORE_HR	Pathogenic	0.0
SIM-00402	CORE_HR	Pathogenic	0.0
SIM-00403	CORE_HR	Pathogenic	0.0
SIM-00404	CORE_HR	Pathogenic	0.0
SIM-00405	CORE_HR	Pathogenic	0.0
SIM-00406	CORE_HR	Pathogenic	0.0
SIM-00407	CORE_HR	Pathogenic	0.0
SIM-00408	CORE_HR	Pathogenic	0.0
SIM-00409	CORE_HR	Pathogenic	0.0
SIM-00410	CORE_HR	Pathogenic	0.0
SIM-00411	CORE_HR	Pathogenic	0.0
SIM-00412	CORE_HR	Pathogenic	0.0
SIM-00413	CORE_HR	Pathogenic	0.0
SIM-00414	CORE_HR	Pathogenic	0.0
SIM-00415	CORE_HR	Pathogenic	0.0
SIM-00416	CORE_HR	Pathogenic	0.0
SIM-00417	CORE_HR	Pathogenic	0.0
SIM-00418	CORE_HR	Pathogenic	0.0
SIM-00419	CORE_HR	Pathogenic	0.0
SIM-00420	CORE_HR	Pathogenic	0.0
SIM-00421	CORE_HR	Pathogenic	0.0
SIM-00422	CORE_HR	Pathogenic	0.0
SIM-00423	CORE_HR	Pathogenic	0.0
SIM-00424	CORE_HR	Pathogenic	0.0
SIM-00425	CORE_HR	Pathogenic	0.0
SIM-00426	CORE_HR	Pathogenic	0.0
SIM-00427	CORE_HR	Pathogenic	0.0
SIM-00428	CORE_HR	Pathogenic	0.0
SIM-00429	CORE_HR	Pathogenic	0.0
SIM-00430	CORE_HR	Pathogenic	0.0
SIM-00431	CORE_HR	Pathogenic	0.0
SIM-00432	CORE_HR	Pathogenic	0.0
SIM-00433	CORE_HR	Pathogenic	0.0
SIM-00434	CORE_HR	Pathogenic	0.0
SIM-00435	CORE_HR	Pathogenic	0.0
SIM-00436	CORE_HR	Pathogenic	0.604651
SIM-00437	CORE_HR	Pathogenic	0.0
SIM-00438	CORE_HR	Pathogenic	0.0
SIM-00439	CORE_HR	Pathogenic	0.0
SIM-00440	CORE_HR	Pathogenic	0.0
SIM-00441	CORE_HR	Pathogenic	0.0
SIM-00442	CORE_HR	Pathogenic	0.0
SIM-00443	CORE_HR	Pathogenic	0.0
SIM-00444	CORE_HR	Pathogenic	0.0
SIM-00445	CORE_HR	Pathogenic	0.822222
SIM-00446	CORE_HR	Pathogenic	0.0
SIM-00447	CORE_HR	Pathogenic	0.0
SIM-00448	CORE_HR	Pathogenic	0.0
SIM-00449	CORE_HR	Pathogenic	0.0
SIM-00450	CORE_HR	Pathogenic	0.0
SIM-00451	CORE_HR	Pathogenic	0.0
SIM-00452	CORE_HR	Pathogenic	0.0
SIM-00453	CORE_HR	Pathogenic	0.0
SIM-00454	CORE_HR	Pathogenic	0.0
SIM-00455	CORE_HR	Pathogenic	0.0
SIM-00456	CORE_HR	Pathogenic	0.0
SIM-00457	CORE_HR	Pathogenic	0.0
SIM-00458	CORE_HR	Pathogenic	0.0
SIM-00459	CORE_HR	Pathogenic	0.0
SIM-00460	CORE_HR	Pathogenic	0.0
SIM-00461	CORE_HR	Pathogenic	0.0
SIM-00462	CORE_HR	Pathogenic	0.0
SIM-00463	CORE_HR	Pathogenic	0.0
SIM-00464	CORE_HR	Pathogenic	0.0
SIM-00465	CORE_HR	Pathogenic	0.0
SIM-00466	CORE_HR	Pathogenic	0.0
SIM-00467	CORE_HR	Pathogenic	0.0
SIM-00468	CORE_HR	Pathogenic	0.0
SIM-00469	CORE_HR	Pathogenic	0.0
SIM-00470	CORE_HR	Pathogenic	0.0
SIM-00471	CORE_HR	Pathogenic	0.0
SIM-00472	CORE_HR	Pathogenic	0.0
SIM-00473	CORE_HR	Pathogenic	0.0
SIM-00474	CORE_HR	Pathogenic	0.0
SIM-00475	CORE_HR	Pathogenic	0.0
SIM-00476	CORE_HR	Pathogenic	0.0
SIM-00477	CORE_HR	Pathogenic	0.0
SIM-00478	CORE_HR	Pathogenic	0.0
SIM-00479	CORE_HR	Pathogenic	0.0
SIM-00480	CORE_HR	Pathogenic	0.0
SIM-00481	CORE_HR	Pathogenic	0.5
SIM-00482	CORE_HR	Pathogenic	0.0
SIM-00483	CORE_HR	Pathogenic	0.0
SIM-00484	CORE_HR	Pathogenic	0.0
SIM-00485	CORE_HR	Pathogenic	0.0
SIM-00486	CORE_HR	Pathogenic	0.0
SIM-00487	CORE_HR	Pathogenic	0.0
SIM-00488	CORE_HR	Pathogenic	0.0
SIM-00489	CORE_HR	Pathogenic	0.0
SIM-00490	CORE_HR	Pathogenic	0.0
SIM-00491	CORE_HR	Pathogenic	0.0
SIM-00492	CORE_HR	Pathogenic	0.0
SIM-00493	CORE_HR	Pathogenic	0.0
SIM-00494	CORE_HR	Pathogenic	0.0
SIM-00495	CORE_HR	Pathogenic	0.0
SIM-00496	CORE_HR	Pathogenic	0.0
SIM-00497	CORE_HR	Pathogenic	0.0
SIM-00498	CORE_HR	Pathogenic	0.0
SIM-00499	CORE_HR	Pathogenic	0.0
SIM-00500	CORE_HR	Pathogenic	0.0
SIM-00501	CORE_HR	Pathogenic	0.0
SIM-00502	CORE_HR	Pathogenic	0.0
SIM-00503	CORE_HR	Pathogenic	0.0
SIM-00504	CORE_HR	Pathogenic	0.0
SIM-00505	CORE_HR	Pathogenic	0.0
SIM-00506	CORE_HR	Pathogenic	0.0
SIM-00507	CORE_HR	Pathogenic	0.0
SIM-00508	CORE_HR	Pathogenic	0.0
SIM-00509	CORE_HR	Pathogenic	0.0
SIM-00510	CORE_HR	Pathogenic	0.0
SIM-00511	CORE_HR	Pathogenic	0.0
SIM-00512	CORE_HR	Pathogenic	0.0
SIM-00513	CORE_HR	Pathogenic	0.0
SIM-00514	CORE_HR	Pathogenic	0.0
SIM-00515	CORE_HR	Pathogenic	0.0
SIM-00516	CORE_HR	Pathogenic	0.0
SIM-00517	CORE_HR	Pathogenic	0.0
SIM-00518	CORE_HR	Pathogenic	0.0
SIM-00519	CORE_HR	Pathogenic	0.0
SIM-00520	CORE_HR	Pathogenic	0.0
SIM-00521	CORE_HR	Pathogenic	0.0
SIM-00522	CORE_HR	Pathogenic	0.0
SIM-00523	CORE_HR	Pathogenic	0.0
SIM-00524	CORE_HR	Pathogenic	0.0
SIM-00525	CORE_HR	Pathogenic	0.0
SIM-00526	CORE_HR	Pathogenic	0.0
SIM-00527	CORE_HR	Pathogenic	0.0
SIM-00528	CORE_HR	Pathogenic	0.0
SIM-00529	CORE_HR	Pathogenic	0.0
SIM-00530	CORE_HR	Pathogenic	0.0
SIM-00531	CORE_HR	Pathogenic	0.0
SIM-00532	CORE_HR	Pathogenic	0.0
SIM-00533	CORE_HR	Pathogenic	0.0
SIM-00534	CORE_HR	Pathogenic	0.0
SIM-00535	CORE_HR	Pathogenic	0.0
SIM-00536	CORE_HR	Pathogenic	0.0
SIM-00537	CORE_HR	Pathogenic	0.0
SIM-00538	CORE_HR	Pathogenic	0.0
SIM-00539	CORE_HR	Pathogenic	0.0
SIM-00540	CORE_HR	Pathogenic	0.0
SIM-00541	CORE_HR	Pathogenic	0.0
SIM-00542	CORE_HR	Pathogenic	0.0
SIM-00543	CORE_HR	Pathogenic	0.0
SIM-00544	CORE_HR	Pathogenic	0.0
SIM-00545	CORE_HR	Pathogenic	0.0
SIM-00546	CORE_HR	Pathogenic	0.0
SIM-00547	CORE_HR	Pathogenic	0.0
SIM-00548	CORE_HR	Pathogenic	0.0
SIM-00549	CORE_HR	Pathogenic	0.0
SIM-00550	CORE_HR	Pathogenic	0.0
SIM-00551	CORE_HR	Pathogenic	0.0
SIM-00552	CORE_HR	Pathogenic	0.0
SIM-00553	CORE_HR	Pathogenic	0.0
SIM-00554	CORE_HR	Pathogenic	0.0
SIM-00555	CORE_HR	Pathogenic	0.0
SIM-00556	CORE_HR	Pathogenic	0.0
SIM-00557	CORE_HR	Pathogenic	0.0
