cosmic_version	sample_id	sbs3_relative_exposure_true	hrd_column	recovered_hrd_fraction	bg_column	recovered_bg_fraction	sbs40_columns	recovered_sbs40_fraction
2	SIM-01320	0.0818	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01384	0.2968	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01451	0.3564	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01474	0.4126	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-01485	0.5033	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-01545	0.2898	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01554	0.3175	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01591	0.3914	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-01608	0.0028	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01609	0.4119	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-01675	0.1011	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01680	0.1679	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-01717	0.3464	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01719	0.4126	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-01743	0.4591	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-01748	0.5075	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-01753	0.2859	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01777	0.3965	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01838	0.1203	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-01896	0.0345	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01899	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01960	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01992	0.0282	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-01993	0.1372	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-02010	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02013	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02053	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02058	0.0448	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02101	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02188	0.234	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02246	0.0814	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02330	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02393	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02419	0.2824	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02432	0.3471	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02433	0.0515	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02468	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02469	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02481	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02483	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02537	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02568	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02609	0.0	Signature_3	0.571429	Signature_5	0.0		0.0
2	SIM-02617	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02623	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02633	0.0334	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02644	0.0	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-02652	0.3557	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02682	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02723	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02767	0.0095	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02792	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02800	0.0276	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02873	0.0521	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02898	0.0311	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02910	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02931	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02936	0.0961	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02944	0.1301	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-02968	0.1836	Signature_3	0.76	Signature_5	0.0		0.0
2	SIM-03018	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03040	0.2954	Signature_3	0.719298	Signature_5	0.0		0.0
2	SIM-03044	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03068	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03080	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03084	0.0744	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03116	0.0603	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03120	0.2126	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03139	0.0823	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03160	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03217	0.0524	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03291	0.0088	Signature_3	0.568421	Signature_5	0.0		0.0
2	SIM-03341	0.0	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-03357	0.0549	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03376	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03377	0.279	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03416	0.1477	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03426	0.0	Signature_3	0.0	Signature_5	0.896226		0.0
2	SIM-03441	0.0	Signature_3	0.481928	Signature_5	0.0		0.0
2	SIM-03446	0.16	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-03453	0.0182	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03479	0.2167	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03546	0.0382	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03587	0.2361	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03644	0.1362	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03649	0.0	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-03667	0.1204	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03682	0.0584	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03692	0.012	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03728	0.1381	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03743	0.3522	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-03830	0.1845	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03834	0.131	Signature_3	0.648148	Signature_5	0.0		0.0
2	SIM-03859	0.0903	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03889	0.1136	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-03907	0.1946	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03919	0.3024	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03935	0.1066	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03943	0.0483	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-03961	0.0117	Signature_3	0.636364	Signature_5	0.0		0.0
2	SIM-03979	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04037	0.0558	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04044	0.3376	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04050	0.3447	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04080	0.202	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04081	0.2926	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04126	0.1972	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04188	0.1971	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04195	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04196	0.0819	Signature_3	0.608696	Signature_5	0.0		0.0
2	SIM-04207	0.2356	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04276	0.2684	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-04323	0.3926	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04362	0.0487	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04365	0.2316	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04384	0.2644	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-04418	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04468	0.0847	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-04472	0.124	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04479	0.1622	Signature_3	0.41791	Signature_5	0.0		0.0
2	SIM-04506	0.2077	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04518	0.3704	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04535	0.1897	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04569	0.0105	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04574	0.0178	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04636	0.3106	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04697	0.1421	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04716	0.1181	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-04721	0.2099	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04771	0.1928	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04838	0.2024	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-04846	0.1454	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-04859	0.2737	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04904	0.293	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04930	0.2104	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-04958	0.2721	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05016	0.3241	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05057	0.3262	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05105	0.1302	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05109	0.4978	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05120	0.4085	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05183	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05184	0.0513	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05187	0.1108	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05217	0.0009	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05225	0.1939	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05247	0.1117	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05276	0.137	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05287	0.1527	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05292	0.1019	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05316	0.0024	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05340	0.149	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05344	0.3457	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05410	0.1631	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-05411	0.2012	Signature_3	0.740741	Signature_5	0.0		0.0
2	SIM-05425	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05475	0.2793	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05573	0.0459	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05687	0.0826	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05710	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05713	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05740	0.2492	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05747	0.4576	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05822	0.1672	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05824	0.1724	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05854	0.0348	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05874	0.1854	Signature_3	0.542373	Signature_5	0.0		0.0
2	SIM-05880	0.0062	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05882	0.0	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-05883	0.0743	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05891	0.0953	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05895	0.1126	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05928	0.1101	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-05979	0.006	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06016	0.1669	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06071	0.124	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06077	0.0694	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06083	0.1008	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06115	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06167	0.0241	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06168	0.1237	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06192	0.1595	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-06226	0.1975	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06257	0.082	Signature_3	0.714286	Signature_5	0.0		0.0
2	SIM-06305	0.0085	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06322	0.0613	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06338	0.0314	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-06355	0.0321	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06367	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06373	0.0004	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06398	0.2246	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06425	0.0254	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06443	0.0499	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06460	0.2989	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06482	0.0767	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06524	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06529	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06575	0.2048	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06713	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06731	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06735	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06802	0.0433	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06840	0.1998	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06850	0.031	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06856	0.0412	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06871	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06884	0.3829	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06926	0.2741	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06945	0.1809	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06956	0.2299	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06963	0.0667	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06975	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-06981	0.1177	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07043	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07081	0.1947	Signature_3	0.852941	Signature_5	0.0		0.0
2	SIM-07096	0.1732	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07105	0.3803	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-07108	0.0822	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07117	0.1088	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07154	0.0178	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07194	0.102	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07197	0.1549	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07201	0.286	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07206	0.2256	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07208	0.2616	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07255	0.0686	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07265	0.1536	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07279	0.0288	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07280	0.0211	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07295	0.1535	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07297	0.1333	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07364	0.0408	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07386	0.1424	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-07444	0.1181	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07485	0.0	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-07498	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07506	0.3851	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07507	0.3022	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07540	0.1512	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07541	0.1346	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07561	0.1193	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07574	0.1562	Signature_3	0.686275	Signature_5	0.0		0.0
2	SIM-07580	0.2086	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07586	0.0408	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07629	0.1895	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07683	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07724	0.2716	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07748	0.2394	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07758	0.0843	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07788	0.0057	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07804	0.1179	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-07921	0.1461	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08029	0.115	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08057	0.0389	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08060	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08113	0.1525	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08195	0.097	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08205	0.1984	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08217	0.042	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08231	0.2024	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08247	0.1393	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08320	0.0203	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08338	0.2855	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08352	0.0546	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08362	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08392	0.1986	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08414	0.1678	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08427	0.0663	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08434	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08456	0.1528	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08474	0.0425	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-08518	0.25	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08590	0.0	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-08594	0.2526	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08606	0.1341	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08756	0.0129	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08790	0.156	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08834	0.1883	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-08859	0.2684	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08869	0.0496	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08879	0.1271	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08889	0.1338	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-08932	0.3158	Signature_3	0.54878	Signature_5	0.0		0.0
2	SIM-08967	0.3287	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09016	0.2722	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09051	0.3308	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09100	0.1574	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09129	0.0352	Signature_3	0.5	Signature_5	0.0		0.0
2	SIM-09131	0.031	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09162	0.148	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09170	0.1215	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09198	0.1675	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09265	0.1874	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09295	0.3388	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09310	0.1207	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09381	0.3119	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09461	0.424	Signature_3	0.55102	Signature_5	0.0		0.0
2	SIM-09467	0.2343	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09558	0.3149	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-09569	0.0782	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09573	0.1659	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09626	0.0224	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09642	0.2408	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09683	0.2498	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09700	0.074	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09714	0.325	Signature_3	0.397849	Signature_5	0.0		0.0
2	SIM-09722	0.1707	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09737	0.0057	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09756	0.1798	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-09772	0.1151	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09781	0.0895	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09870	0.1417	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09883	0.066	Signature_3	0.681818	Signature_5	0.0		0.0
2	SIM-09931	0.1771	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-09975	0.0186	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10004	0.007	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10035	0.0919	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10048	0.0779	Signature_3	0.0	Signature_5	1.0		0.0
2	SIM-10088	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10130	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10159	0.1833	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10178	0.057	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10181	0.104	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10228	0.2449	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10243	0.1204	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10251	0.2799	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10287	0.1836	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10291	0.0075	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10309	0.0823	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10354	0.1795	Signature_3	1.0	Signature_5	0.0		0.0
2	SIM-10355	0.3459	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10356	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10376	0.1287	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10410	0.1161	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10463	0.0	Signature_3	0.0	Signature_5	0.0		0.0
2	SIM-10464	0.0912	Signature_3	0.0	Signature_5	0.0		0.0
