Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-01263	55	0.724	52.631	95.693%	6.517	69.08%	0.75164	0.515
SIM-01320	41	0.828	39.444	96.205%	5.708	57.368%	0.78059	0.793
SIM-01384	20	0.578	25.689	128.445%	4.03	82.262%	1.45942	0.45
SIM-01451	95	0.811	63.399	66.736%	8.264	58.582%	0.42584	0.593
SIM-01474	67	0.748	55.866	83.382%	7.616	66.541%	0.63503	0.563
SIM-01485	105	0.812	72.693	69.231%	9.212	58.379%	0.48233	0.607
SIM-01545	80	0.72	74.171	92.714%	9.909	69.377%	0.70097	0.534
SIM-01554	85	0.768	68.762	80.896%	9.026	65.31%	0.5839	0.59
SIM-01591	41	0.538	50.343	122.788%	6.721	84.677%	1.13231	0.2
SIM-01608	61	0.827	44.025	72.172%	5.915	56.655%	0.56978	0.717
SIM-01609	63	0.716	54.616	86.692%	7.119	70.146%	0.68694	0.447
SIM-01675	46	0.669	48.706	105.883%	6.707	74.987%	1.00079	0.499
SIM-01680	57	0.722	54.758	96.067%	7.03	69.269%	0.76853	0.537
SIM-01717	95	0.772	68.667	72.281%	9.026	63.984%	0.49855	0.505
SIM-01719	58	0.75	50.57	87.19%	6.435	66.372%	0.68465	0.556
SIM-01743	87	0.734	74.016	85.076%	9.856	68.175%	0.66123	0.52
SIM-01748	36	0.653	40.068	111.3%	5.026	75.77%	0.94901	0.415
SIM-01753	86	0.68	80.104	93.144%	11.161	77.018%	0.7798	0.468
SIM-01777	72	0.688	63.049	87.568%	8.478	73.239%	0.69639	0.385
SIM-01838	18	0.602	23.058	128.1%	3.778	80.547%	1.41463	0.504
SIM-01896	24	0.71	25.05	104.375%	3.883	70.894%	1.10811	0.619
SIM-01899	43	0.717	46.772	108.772%	6.326	70.289%	1.02512	0.606
SIM-01960	78	0.796	59.165	75.853%	8.343	60.526%	0.5639	0.672
SIM-01992	98	0.799	78.736	80.343%	9.997	60.394%	0.5762	0.662
SIM-01993	53	0.765	45.089	85.074%	6.555	65.225%	0.79098	0.651
SIM-02010	99	0.802	72.427	73.159%	9.585	60.024%	0.48733	0.646
SIM-02013	61	0.78	49.69	81.459%	6.271	64.339%	0.61565	0.612
SIM-02053	44	0.733	42.11	95.705%	5.811	68.483%	0.9274	0.602
SIM-02058	64	0.705	62.078	96.997%	8.023	71.475%	0.7929	0.504
SIM-02101	102	0.808	77.468	75.949%	10.71	59.5%	0.54309	0.696
SIM-02188	20	0.629	27.132	135.66%	3.967	77.799%	1.39671	0.53
SIM-02246	75	0.8	65.831	87.775%	8.227	61.151%	0.7141	0.693
SIM-02330	11	0.439	17.218	156.527%	2.986	90.031%	2.05691	0.302
SIM-02393	49	0.791	40.137	81.912%	5.648	61.261%	0.69344	0.685
SIM-02419	71	0.741	55.219	77.773%	7.666	69.122%	0.62539	0.515
SIM-02432	65	0.838	48.069	73.952%	6.208	56.436%	0.58161	0.743
SIM-02433	56	0.754	51.877	92.638%	7.778	65.736%	0.73957	0.661
SIM-02468	30	0.573	37.997	126.657%	5.367	82.815%	1.34028	0.39
SIM-02469	77	0.841	56.14	72.909%	7.568	54.196%	0.57746	0.756
SIM-02481	90	0.79	73.53	81.7%	10.02	62.871%	0.657	0.674
SIM-02483	73	0.756	62.544	85.677%	8.356	66.688%	0.80399	0.598
SIM-02537	27	0.784	30.284	112.163%	4.811	62.634%	1.31637	0.749
SIM-02568	94	0.645	90.376	96.145%	12.054	78.134%	0.75349	0.335
SIM-02609	105	0.826	68.785	65.51%	9.332	56.898%	0.42247	0.675
SIM-02617	43	0.684	49.353	114.774%	6.963	72.992%	1.01177	0.569
SIM-02623	34	0.643	35.329	103.909%	5.242	77.289%	1.10283	0.468
SIM-02633	92	0.778	65.682	71.393%	9.177	63.028%	0.49409	0.578
SIM-02644	88	0.78	69.194	78.63%	8.806	63.223%	0.61162	0.588
SIM-02652	110	0.827	74.966	68.151%	9.814	56.287%	0.46844	0.681
SIM-02682	31	0.648	36.773	118.623%	5.334	76.2%	1.14043	0.521
SIM-02723	87	0.742	71.863	82.601%	9.663	68.499%	0.66865	0.54
SIM-02767	63	0.779	54.189	86.014%	6.977	62.909%	0.68504	0.64
SIM-02792	33	0.654	38.47	116.576%	5.414	75.811%	1.02016	0.516
SIM-02800	55	0.733	52.169	94.853%	7.408	69.08%	0.82353	0.613
SIM-02873	23	0.711	23.893	103.883%	4.04	70.327%	0.96802	0.638
SIM-02898	30	0.727	32.543	108.477%	5.058	68.831%	1.22748	0.656
SIM-02910	82	0.717	70.977	86.557%	9.389	72.438%	0.72878	0.484
SIM-02931	29	0.657	32.303	111.39%	4.711	75.436%	1.02971	0.516
SIM-02936	53	0.776	46.173	87.119%	6.081	63.057%	0.69172	0.648
SIM-02944	41	0.652	44.009	107.339%	6.039	76.084%	0.95369	0.46
SIM-02968	25	0.682	27.708	110.832%	4.101	73.656%	1.22572	0.574
SIM-03018	23	0.753	24.255	105.457%	3.577	66.423%	1.06063	0.687
SIM-03040	57	0.76	49.203	86.321%	6.064	65.013%	0.66785	0.558
SIM-03044	20	0.67	26.14	130.7%	4.202	74.282%	1.37635	0.606
SIM-03068	48	0.717	44.496	92.7%	6.054	70.376%	0.83878	0.541
SIM-03080	18	0.471	27.179	150.994%	3.983	89.063%	1.72062	0.283
SIM-03084	62	0.779	54.379	87.708%	7.337	62.914%	0.70553	0.668
SIM-03116	68	0.753	61.918	91.056%	8.506	66.019%	0.70967	0.628
SIM-03120	61	0.715	57.664	94.531%	7.407	72.285%	0.82658	0.52
SIM-03139	34	0.817	29.061	85.474%	4.175	57.897%	0.84059	0.754
SIM-03160	76	0.745	66.417	87.391%	8.912	66.798%	0.68769	0.575
SIM-03217	78	0.801	60.04	76.974%	8.1	62.124%	0.64485	0.678
SIM-03291	95	0.816	65.36	68.8%	8.512	58.051%	0.47723	0.641
SIM-03341	48	0.773	39.61	82.521%	5.675	63.448%	0.74914	0.652
SIM-03357	17	0.553	21.78	128.118%	3.697	84.815%	1.59677	0.434
SIM-03376	12	0.73	15.439	128.658%	2.836	70.9%	1.25024	0.71
SIM-03377	71	0.713	64.131	90.325%	7.799	70.9%	0.69957	0.409
SIM-03416	67	0.732	62.26	92.925%	8.302	71.452%	0.81414	0.578
SIM-03426	106	0.774	80.166	75.628%	11.175	63.47%	0.49338	0.598
SIM-03441	83	0.86	52.526	63.284%	7.127	51.569%	0.49443	0.768
SIM-03446	89	0.759	67.506	75.849%	9.121	65.997%	0.55403	0.529
SIM-03453	83	0.804	61.378	73.949%	8.356	59.534%	0.57496	0.668
SIM-03479	60	0.731	54.964	91.607%	7.458	69.246%	0.84846	0.574
SIM-03546	13	0.624	16.673	128.254%	3.042	78.544%	1.86937	0.557
SIM-03587	99	0.781	71.947	72.674%	9.763	63.96%	0.52462	0.584
SIM-03644	27	0.629	31.912	118.193%	4.98	77.775%	1.20826	0.509
SIM-03649	12	0.365	19.847	165.392%	3.513	93.889%	2.20651	0.208
SIM-03667	57	0.709	53.436	93.747%	6.98	72.379%	0.76861	0.506
SIM-03682	111	0.786	80.684	72.688%	10.926	61.956%	0.47914	0.597
SIM-03692	79	0.785	66.767	84.515%	9.133	62.578%	0.70119	0.675
SIM-03728	34	0.633	35.894	105.571%	5.139	77.473%	0.94839	0.422
SIM-03743	51	0.676	50.355	98.735%	6.695	75.325%	0.95775	0.46
SIM-03830	47	0.601	51.076	108.672%	7.075	81.695%	1.0619	0.351
SIM-03834	54	0.726	48.232	89.319%	6.344	69.219%	0.76896	0.52
SIM-03859	98	0.765	78.658	80.263%	10.393	66.809%	0.57943	0.582
SIM-03889	36	0.617	41.956	116.544%	5.681	78.781%	1.13839	0.409
SIM-03907	27	0.729	32.592	120.711%	4.494	68.533%	1.17468	0.656
SIM-03919	97	0.776	78.23	80.649%	10.284	63.174%	0.60713	0.608
SIM-03935	55	0.734	46.908	85.287%	6.341	67.983%	0.66068	0.528
SIM-03943	59	0.84	44.861	76.036%	6.028	54.353%	0.61687	0.764
SIM-03961	22	0.614	28.075	127.614%	3.906	79.731%	1.38591	0.472
SIM-03979	109	0.829	77.111	70.744%	10.659	55.945%	0.45054	0.725
SIM-04037	84	0.825	65.577	78.068%	8.381	56.505%	0.56864	0.723
SIM-04044	40	0.69	41.78	104.45%	5.419	72.414%	0.89235	0.504
SIM-04050	71	0.72	57.239	80.618%	8.314	69.525%	0.66188	0.494
SIM-04080	78	0.71	69.616	89.251%	9.749	71.871%	0.68997	0.521
SIM-04081	85	0.685	82.525	97.088%	10.731	76.07%	0.87816	0.461
SIM-04126	23	0.575	32.257	140.248%	4.857	82.098%	1.31384	0.463
SIM-04188	47	0.656	48.744	103.711%	6.503	76.112%	0.9429	0.43
SIM-04195	50	0.721	49.838	99.676%	7.071	69.337%	0.80836	0.6
SIM-04196	69	0.736	57.608	83.49%	7.515	68.89%	0.6834	0.499
SIM-04207	89	0.783	68.054	76.465%	10.036	63.096%	0.53012	0.662
SIM-04276	24	0.669	28.007	116.696%	4.214	74.494%	1.26827	0.568
SIM-04323	76	0.772	64.192	84.463%	8.172	65.428%	0.66316	0.612
SIM-04362	43	0.569	50.131	116.584%	6.798	84.319%	1.16636	0.305
SIM-04365	105	0.834	65.112	62.011%	9.072	55.313%	0.36933	0.687
SIM-04384	93	0.746	73.7	79.247%	9.682	66.654%	0.63606	0.48
SIM-04418	97	0.776	67.221	69.3%	9.466	63.965%	0.5039	0.556
SIM-04468	67	0.779	55.055	82.172%	7.502	62.735%	0.60569	0.644
SIM-04472	55	0.8	40.638	73.887%	6.098	60.677%	0.66617	0.696
SIM-04479	67	0.748	53.717	80.175%	6.978	66.837%	0.599	0.495
SIM-04506	77	0.736	69.072	89.704%	9.289	67.928%	0.74464	0.567
SIM-04518	61	0.645	67.34	110.393%	9.009	78.118%	1.08424	0.453
SIM-04535	30	0.55	38.655	128.85%	5.149	83.528%	1.21892	0.278
SIM-04569	67	0.795	54.183	80.87%	7.459	60.7%	0.67354	0.683
SIM-04574	43	0.729	41.816	97.247%	6.244	68.537%	0.80675	0.625
SIM-04636	95	0.771	71.059	74.799%	9.303	63.743%	0.50809	0.522
SIM-04697	65	0.763	56.107	86.318%	8.117	65.622%	0.75424	0.651
SIM-04716	60	0.65	59.864	99.773%	7.917	76.897%	0.86247	0.37
SIM-04721	67	0.782	59.584	88.931%	8.057	62.724%	0.77422	0.679
SIM-04771	75	0.782	63.455	84.607%	8.001	62.288%	0.63977	0.631
SIM-04838	61	0.611	62.682	102.757%	9.136	79.219%	0.87846	0.342
SIM-04846	23	0.626	28.044	121.93%	4.569	82.062%	1.74115	0.532
SIM-04859	58	0.726	53.273	91.85%	7.029	68.925%	0.73256	0.541
SIM-04904	23	0.618	31.439	136.691%	4.515	78.596%	1.38439	0.508
SIM-04930	24	0.454	35.334	147.225%	5.116	90.439%	1.69809	0.23
SIM-04958	65	0.697	58.425	89.885%	7.974	72.491%	0.83415	0.464
SIM-05016	103	0.781	76.19	73.971%	9.748	62.533%	0.54856	0.541
SIM-05057	91	0.79	65.413	71.882%	8.535	61.436%	0.49771	0.574
SIM-05105	22	0.617	27.768	126.218%	3.86	78.792%	1.29329	0.466
SIM-05109	22	0.455	33.009	150.041%	4.719	89.181%	1.61385	0.203
SIM-05120	99	0.819	69.392	70.093%	9.346	59.467%	0.56268	0.685
SIM-05183	85	0.803	65.184	76.687%	8.623	59.647%	0.51719	0.668
SIM-05184	18	0.583	21.046	116.922%	3.539	83.415%	1.60498	0.456
SIM-05187	97	0.796	70.725	72.912%	9.361	60.551%	0.53651	0.616
SIM-05217	27	0.745	28.555	105.759%	3.952	66.801%	1.07925	0.658
SIM-05225	98	0.714	83.583	85.289%	11.255	71.469%	0.62306	0.471
SIM-05247	56	0.739	47.113	84.13%	6.385	68.064%	0.70712	0.542
SIM-05276	34	0.615	41.682	122.594%	5.625	79.55%	1.1505	0.441
SIM-05287	89	0.763	65.715	73.837%	8.357	65.059%	0.50236	0.437
SIM-05292	35	0.759	32.684	93.383%	4.687	65.631%	0.93983	0.664
SIM-05316	43	0.635	51.016	118.642%	6.974	78.464%	1.11209	0.477
SIM-05340	88	0.723	76.937	87.428%	10.72	71.308%	0.65004	0.545
SIM-05344	40	0.618	44.737	111.842%	6.093	80.005%	1.11433	0.402
SIM-05410	51	0.654	52.695	103.324%	6.944	76.22%	0.96398	0.413
SIM-05411	27	0.551	36.452	135.007%	5.391	84.193%	1.55869	0.396
SIM-05425	77	0.799	57.625	74.838%	7.72	60.468%	0.56114	0.651
SIM-05475	18	0.524	25.699	142.772%	4.183	85.385%	1.69573	0.398
SIM-05573	17	0.557	22.649	133.229%	3.814	83.228%	1.7728	0.445
SIM-05687	90	0.75	79.562	88.402%	10.739	71.121%	0.71068	0.605
SIM-05710	62	0.84	45.638	73.61%	5.79	54.228%	0.575	0.739
SIM-05713	78	0.8	59.31	76.038%	8.079	60.217%	0.60481	0.668
SIM-05740	34	0.643	39.902	117.359%	5.636	76.696%	1.16615	0.497
SIM-05747	77	0.753	67.384	87.512%	9.108	67.328%	0.68951	0.608
SIM-05822	23	0.545	30.872	134.226%	4.282	85.64%	1.57444	0.357
SIM-05824	24	0.577	28.837	120.154%	5.422	81.74%	1.28967	0.477
SIM-05854	34	0.722	34.504	101.482%	5.356	69.146%	0.95212	0.634
SIM-05874	59	0.727	55.434	93.956%	7.303	71.27%	0.84128	0.563
SIM-05880	27	0.733	27.325	101.204%	4.777	68.243%	1.00471	0.674
SIM-05882	101	0.787	74.516	73.778%	10.067	61.841%	0.49179	0.608
SIM-05883	47	0.661	48.232	102.621%	6.906	75.803%	0.92638	0.486
SIM-05891	106	0.796	76.569	72.235%	9.986	61.46%	0.46978	0.604
SIM-05895	76	0.83	57.186	75.245%	7.382	55.963%	0.55428	0.727
SIM-05928	15	0.534	22.472	149.813%	3.688	84.609%	1.79242	0.43
SIM-05979	79	0.756	69.243	87.649%	8.66	65.463%	0.67264	0.565
SIM-06016	57	0.707	54.796	96.133%	7.1	71.358%	0.82037	0.504
SIM-06071	98	0.773	75.343	76.881%	10.535	63.644%	0.59439	0.609
SIM-06077	85	0.843	56.133	66.039%	7.594	54.948%	0.49222	0.733
SIM-06083	52	0.797	47.769	91.863%	6.216	60.375%	0.75634	0.71
SIM-06115	33	0.624	37.518	113.691%	5.385	78.548%	1.13975	0.45
SIM-06167	67	0.748	58.058	86.654%	8.53	66.406%	0.70071	0.623
SIM-06168	41	0.664	42.485	103.622%	5.977	75.303%	0.92126	0.487
SIM-06192	60	0.755	51.995	86.658%	6.425	65.575%	0.66465	0.544
SIM-06226	5	0.384	8.398	167.96%	2.066	92.394%	2.63003	0.318
SIM-06257	91	0.768	70.594	77.576%	9.03	64.012%	0.55245	0.526
SIM-06305	55	0.802	46.979	85.416%	5.835	59.866%	0.67471	0.683
SIM-06322	67	0.77	56.934	84.976%	7.24	64.245%	0.71874	0.605
SIM-06338	96	0.781	73.34	76.396%	9.413	64.047%	0.54103	0.583
SIM-06355	50	0.761	46.124	92.248%	6.158	64.911%	0.77546	0.64
SIM-06367	32	0.674	35.987	112.459%	5.252	74.274%	1.14386	0.558
SIM-06373	51	0.701	45.807	89.818%	6.462	71.8%	0.83593	0.497
SIM-06398	83	0.788	70.424	84.848%	9.95	64.907%	0.69749	0.694
SIM-06425	69	0.834	54.852	79.496%	7.085	55.157%	0.63701	0.752
SIM-06443	101	0.868	63.512	62.883%	8.238	50.416%	0.44749	0.776
SIM-06460	90	0.758	75.377	83.752%	9.405	65.212%	0.58856	0.535
SIM-06482	32	0.602	38.493	120.291%	6.175	82.517%	1.29894	0.484
SIM-06524	106	0.869	62.685	59.137%	8.387	49.593%	0.38951	0.765
SIM-06529	56	0.819	51.67	92.268%	7.575	57.426%	0.78474	0.771
SIM-06575	49	0.717	46.887	95.688%	6.874	69.795%	0.8361	0.588
SIM-06713	95	0.822	67.647	71.207%	9.31	57.408%	0.56432	0.707
SIM-06731	72	0.773	62.383	86.643%	7.964	63.763%	0.65231	0.626
SIM-06735	80	0.767	68.852	86.065%	9.187	65.959%	0.63816	0.629
SIM-06802	45	0.753	42.234	93.853%	5.545	65.807%	0.74313	0.621
SIM-06840	79	0.754	64.912	82.167%	8.499	65.767%	0.62076	0.543
SIM-06850	112	0.735	87.792	78.386%	12.033	69.014%	0.50597	0.481
SIM-06856	70	0.793	62.693	89.561%	7.828	61.126%	0.71328	0.682
SIM-06871	13	0.448	20.496	157.662%	3.463	89.414%	1.76718	0.307
SIM-06884	16	0.609	20.786	129.913%	3.389	79.879%	1.53997	0.516
SIM-06926	72	0.743	62.018	86.136%	8.414	66.938%	0.68783	0.565
SIM-06945	92	0.785	69.533	75.579%	9.042	62.396%	0.56269	0.594
SIM-06956	33	0.572	40.332	122.218%	5.672	82.735%	1.25586	0.362
SIM-06963	98	0.827	66.829	68.193%	8.12	56.302%	0.44713	0.629
SIM-06975	32	0.725	31.335	97.922%	5.084	70.502%	1.12035	0.643
SIM-06981	82	0.713	70.611	86.111%	9.604	71.584%	0.66194	0.481
SIM-07043	66	0.739	60.017	90.935%	8.04	67.47%	0.7731	0.58
SIM-07081	34	0.538	42.495	124.985%	5.423	85.745%	1.26851	0.202
SIM-07096	72	0.801	57.334	79.631%	7.49	59.968%	0.59345	0.676
SIM-07105	33	0.613	35.26	106.848%	5.64	82.268%	1.43384	0.461
SIM-07108	70	0.729	59.385	84.836%	7.978	68.919%	0.7137	0.505
SIM-07117	73	0.676	62.511	85.632%	8.336	75.163%	0.70042	0.298
SIM-07154	79	0.779	64.103	81.143%	8.429	63.717%	0.59228	0.628
SIM-07194	41	0.688	41.286	100.698%	5.683	72.763%	0.93188	0.515
SIM-07197	86	0.841	64.141	74.583%	8.492	54.364%	0.53548	0.759
SIM-07201	34	0.632	39.622	116.535%	5.603	77.7%	1.20585	0.472
SIM-07206	97	0.769	77.793	80.199%	11.128	64.141%	0.64026	0.629
SIM-07208	49	0.594	51.7	105.51%	7.203	83.173%	1.02051	0.317
SIM-07255	31	0.632	35.048	113.058%	5.436	77.657%	1.12043	0.497
SIM-07265	101	0.746	82.525	81.708%	10.844	68.176%	0.58747	0.528
SIM-07279	45	0.664	49.088	109.084%	6.617	75.408%	0.99178	0.49
SIM-07280	29	0.662	33.2	114.483%	4.923	75.075%	1.12143	0.543
SIM-07295	27	0.652	31.714	117.459%	4.252	76.368%	1.20112	0.496
SIM-07297	91	0.817	63.719	70.021%	8.493	57.922%	0.52528	0.672
SIM-07364	111	0.772	82.979	74.756%	11.27	63.702%	0.55479	0.564
SIM-07386	50	0.626	53.81	107.62%	7.615	79.392%	0.98676	0.422
SIM-07444	53	0.721	51.928	97.977%	6.692	69.393%	0.8126	0.548
SIM-07485	76	0.644	70.446	92.692%	10.091	77.854%	0.69956	0.362
SIM-07498	41	0.8	35.397	86.334%	4.684	59.972%	0.77552	0.704
SIM-07506	46	0.504	57.962	126.004%	8.243	88.887%	1.35186	0.24
SIM-07507	38	0.646	44.825	117.961%	5.897	77.431%	1.16058	0.48
SIM-07540	23	0.697	28.775	125.109%	4.431	72.845%	1.48301	0.633
SIM-07541	76	0.749	57.94	76.237%	9.119	66.507%	0.57983	0.6
SIM-07561	24	0.606	28.848	120.2%	4.906	79.586%	1.28853	0.498
SIM-07574	51	0.639	50.809	99.625%	6.518	77.354%	0.82262	0.267
SIM-07580	64	0.784	51.776	80.9%	6.825	62.303%	0.66768	0.637
SIM-07586	68	0.653	62.123	91.357%	8.336	78.768%	0.75561	0.321
SIM-07629	87	0.826	60.744	69.821%	7.954	56.384%	0.50595	0.69
SIM-07683	64	0.769	56.425	88.164%	7.286	64.4%	0.69016	0.63
SIM-07724	59	0.734	60.314	102.227%	8.04	68.194%	0.91616	0.616
SIM-07748	96	0.801	66.088	68.842%	8.761	60.457%	0.4786	0.598
SIM-07758	68	0.795	59.583	87.622%	7.396	60.795%	0.67993	0.676
SIM-07788	45	0.691	46.823	104.051%	6.322	75.028%	1.1276	0.539
SIM-07804	77	0.742	65.688	85.309%	8.621	67.943%	0.65569	0.541
SIM-07921	73	0.79	59.698	81.778%	8.268	63.227%	0.72047	0.681
SIM-08029	77	0.713	67.032	87.055%	8.524	70.305%	0.6685	0.405
SIM-08057	98	0.813	68.995	70.403%	9.215	58.753%	0.4975	0.664
SIM-08060	89	0.788	66.274	74.465%	8.794	62.028%	0.55059	0.606
SIM-08113	35	0.694	35.704	102.011%	5.557	73.604%	1.18474	0.588
SIM-08195	24	0.587	31.231	130.129%	4.291	81.092%	1.26308	0.412
SIM-08205	73	0.771	60.357	82.681%	7.884	64.588%	0.6245	0.608
SIM-08217	39	0.729	38.98	99.949%	5.084	68.553%	0.86246	0.587
SIM-08231	46	0.571	52.557	114.254%	6.781	86.119%	1.09715	0.256
SIM-08247	43	0.695	43.82	101.907%	6.483	72.033%	0.85437	0.569
SIM-08320	66	0.737	63.014	95.476%	9.277	67.659%	0.80983	0.632
SIM-08338	86	0.762	74.979	87.185%	9.678	66.785%	0.71212	0.608
SIM-08352	97	0.81	64.073	66.055%	8.635	58.89%	0.45516	0.612
SIM-08362	95	0.783	74.103	78.003%	9.896	64.012%	0.6199	0.627
SIM-08392	86	0.758	76.27	88.686%	9.726	65.873%	0.70969	0.595
SIM-08414	91	0.728	82.886	91.084%	10.287	71.157%	0.66937	0.51
SIM-08427	77	0.814	62.734	81.473%	8.238	58.106%	0.6053	0.716
SIM-08434	85	0.748	72.994	85.875%	10.127	66.631%	0.65516	0.592
SIM-08456	29	0.69	31.027	106.99%	4.324	73.089%	1.08996	0.558
SIM-08474	103	0.836	68.58	66.583%	8.531	54.953%	0.4264	0.667
SIM-08518	68	0.664	64.597	94.996%	9.155	75.767%	0.87981	0.436
SIM-08590	42	0.577	52.15	124.167%	7.262	82.226%	1.3207	0.374
SIM-08594	25	0.511	35.165	140.66%	5.372	86.021%	1.42151	0.339
SIM-08606	86	0.825	60.921	70.838%	7.873	56.818%	0.45085	0.688
SIM-08756	66	0.713	61.786	93.615%	8.26	70.314%	0.70963	0.522
SIM-08790	67	0.747	58.543	87.378%	7.558	67.601%	0.68664	0.565
SIM-08834	21	0.429	32.234	153.495%	4.363	90.975%	1.6502	0.115
SIM-08859	90	0.748	75.177	83.53%	9.983	67.613%	0.69776	0.555
SIM-08869	33	0.73	34.256	103.806%	5.253	68.388%	1.05302	0.649
SIM-08879	85	0.69	78.577	92.444%	10.375	75.071%	0.7201	0.446
SIM-08889	79	0.759	73.4	92.911%	9.905	65.17%	0.73667	0.64
SIM-08932	82	0.734	58.874	71.798%	8.381	67.979%	0.52478	0.385
SIM-08967	36	0.633	39.889	110.803%	5.647	79.861%	1.24081	0.462
SIM-09016	24	0.633	32.381	134.921%	4.815	78.11%	1.22939	0.552
SIM-09051	29	0.601	36.21	124.862%	4.947	83.62%	1.2224	0.438
SIM-09100	57	0.711	59.838	104.979%	8.319	71.599%	1.01971	0.594
SIM-09129	90	0.849	58.94	65.489%	7.597	53.19%	0.43674	0.727
SIM-09131	63	0.841	40.778	64.727%	6.258	54.676%	0.54143	0.76
SIM-09162	48	0.588	54.413	113.36%	7.34	82.064%	1.1053	0.32
SIM-09170	78	0.742	65.933	84.529%	8.965	67.963%	0.67096	0.558
SIM-09198	36	0.627	43.593	121.092%	6.333	77.954%	1.18074	0.487
SIM-09265	97	0.811	67.575	69.665%	8.949	58.627%	0.49315	0.644
SIM-09295	42	0.728	40.515	96.464%	5.655	68.577%	0.93041	0.598
SIM-09310	99	0.795	72.333	73.064%	9.634	61.053%	0.53969	0.619
SIM-09381	32	0.589	38.643	120.759%	5.839	80.972%	1.25544	0.427
SIM-09461	98	0.783	68.856	70.261%	8.947	62.337%	0.47539	0.505
SIM-09467	32	0.7	33.062	103.319%	5.163	71.598%	1.05754	0.6
SIM-09558	59	0.698	59.347	100.588%	7.942	71.611%	0.82359	0.523
SIM-09569	24	0.694	27.091	112.879%	3.812	72.04%	1.07466	0.585
SIM-09573	96	0.804	71.531	74.511%	9.269	61.118%	0.54372	0.65
SIM-09626	31	0.744	31.046	100.148%	4.278	66.811%	0.97251	0.64
SIM-09642	54	0.71	50.961	94.372%	7.08	70.8%	0.82632	0.542
SIM-09683	44	0.712	45.119	102.543%	6.02	70.946%	0.96285	0.572
SIM-09700	62	0.639	65.24	105.226%	8.648	77.661%	0.95533	0.387
SIM-09714	93	0.756	78.767	84.696%	9.874	65.827%	0.62642	0.543
SIM-09722	40	0.596	44.724	111.81%	6.655	80.704%	1.08024	0.393
SIM-09737	29	0.701	33.503	115.528%	4.586	71.621%	1.0888	0.601
SIM-09756	90	0.763	62.928	69.92%	8.789	64.793%	0.50922	0.488
SIM-09772	30	0.718	30.579	101.93%	5.027	69.712%	1.05232	0.64
SIM-09781	54	0.622	56.685	104.972%	7.616	79.402%	0.97097	0.348
SIM-09870	76	0.69	69.592	91.568%	9.741	73.426%	0.71548	0.477
SIM-09883	44	0.677	45.814	104.123%	6.446	73.941%	1.04853	0.52
SIM-09931	78	0.761	67.173	86.119%	8.992	64.894%	0.66106	0.61
SIM-09975	36	0.686	40.541	112.614%	5.597	73.492%	1.14887	0.563
SIM-10004	54	0.74	61.887	114.606%	8.357	67.343%	0.99387	0.662
