Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-02013	61	0.778	49.132	80.544%	6.22	63.816%	0.60403	0.595
SIM-02053	44	0.74	41.744	94.873%	5.709	67.281%	0.86399	0.61
SIM-02058	64	0.743	60.57	94.641%	7.508	66.887%	0.74505	0.569
SIM-02101	102	0.854	71.077	69.683%	9.384	52.133%	0.45396	0.771
SIM-02188	20	0.668	26.376	131.88%	3.794	74.406%	1.35121	0.584
SIM-02246	75	0.838	58.371	77.828%	7.344	54.588%	0.58163	0.749
SIM-02330	11	0.522	16.576	150.691%	2.833	85.418%	1.61035	0.426
SIM-02393	49	0.809	39.368	80.343%	5.429	58.886%	0.6528	0.716
SIM-02419	71	0.841	44.672	62.918%	5.999	54.091%	0.43469	0.7
SIM-02432	65	0.85	46.728	71.889%	5.815	52.864%	0.51973	0.751
SIM-02433	56	0.839	45.735	81.67%	6.605	55.822%	0.58539	0.794
SIM-02468	30	0.623	37.21	124.033%	5.068	78.201%	1.22096	0.462
SIM-02469	77	0.828	57.698	74.932%	7.853	56.237%	0.59518	0.737
SIM-02481	90	0.847	64.697	71.886%	8.54	53.585%	0.53599	0.762
SIM-02483	73	0.772	63.306	86.721%	8.026	64.054%	0.69554	0.621
SIM-02537	27	0.764	31.879	118.07%	4.962	64.6%	1.28962	0.723
SIM-02568	94	0.693	84.296	89.677%	11.238	72.845%	0.66592	0.422
SIM-02609	105	0.847	65.125	62.024%	8.774	53.496%	0.39783	0.717
SIM-02617	43	0.702	48.439	112.649%	6.828	71.577%	0.93569	0.603
SIM-02623	34	0.633	38.521	113.297%	5.253	77.451%	1.09047	0.436
SIM-02633	92	0.792	64.637	70.258%	8.899	61.119%	0.46478	0.604
SIM-02644	88	0.806	67.812	77.059%	8.237	59.138%	0.52492	0.634
SIM-02652	110	0.854	69.416	63.105%	9.165	52.565%	0.41027	0.748
SIM-02682	31	0.71	33.536	108.181%	4.926	70.371%	1.03241	0.614
SIM-02723	87	0.789	66.055	75.925%	8.694	61.63%	0.54401	0.618
SIM-02767	63	0.82	52.114	82.721%	6.361	57.355%	0.60914	0.713
SIM-02792	33	0.722	34.671	105.064%	4.943	69.216%	0.95715	0.62
SIM-02800	55	0.744	50.558	91.924%	7.24	67.513%	0.79826	0.627
SIM-02873	23	0.782	22.514	97.887%	3.615	62.929%	0.90564	0.735
SIM-02898	30	0.785	28.649	95.497%	4.573	62.231%	1.16253	0.733
SIM-02910	82	0.787	65.144	79.444%	8.087	62.393%	0.64483	0.605
SIM-02931	29	0.66	31.999	110.341%	4.693	75.148%	1.00337	0.521
SIM-02936	53	0.792	44.57	84.094%	5.902	61.201%	0.71658	0.676
SIM-02944	41	0.683	40.626	99.088%	5.821	73.338%	0.93781	0.516
SIM-02968	25	0.685	29.072	116.288%	4.065	73.01%	1.22769	0.574
SIM-03018	23	0.733	23.641	102.787%	3.665	68.057%	1.07941	0.656
SIM-03040	57	0.712	51.133	89.707%	6.595	70.706%	0.70004	0.457
SIM-03044	20	0.676	26.909	134.545%	4.213	74.476%	1.43405	0.621
SIM-03068	48	0.753	43.8	91.25%	5.688	66.122%	0.78724	0.604
SIM-03080	18	0.559	24.574	136.522%	3.709	82.936%	1.48622	0.416
SIM-03084	62	0.801	51.53	83.113%	6.981	59.862%	0.66994	0.703
SIM-03116	68	0.833	54.575	80.257%	7.128	55.324%	0.64029	0.755
SIM-03120	61	0.776	54.276	88.977%	6.46	63.043%	0.687	0.608
SIM-03139	34	0.791	30.671	90.209%	4.414	61.211%	0.83086	0.716
SIM-03160	76	0.783	63.219	83.183%	8.319	62.354%	0.60349	0.647
SIM-03217	78	0.813	58.9	75.513%	7.705	59.095%	0.5739	0.686
SIM-03291	95	0.862	56.258	59.219%	7.428	50.659%	0.39288	0.738
SIM-03341	48	0.781	38.125	79.427%	5.589	62.487%	0.73435	0.665
SIM-03357	17	0.552	22.788	134.047%	3.636	83.416%	1.53166	0.418
SIM-03376	12	0.703	15.825	131.875%	2.918	72.95%	1.25623	0.675
SIM-03377	71	0.746	58.895	82.951%	7.38	67.091%	0.63169	0.487
SIM-03416	67	0.795	54.665	81.59%	7.072	60.866%	0.64923	0.663
SIM-03426	106	0.842	71.681	67.624%	9.509	54.007%	0.42893	0.731
SIM-03441	83	0.873	49.042	59.087%	6.733	48.718%	0.42132	0.787
SIM-03446	89	0.771	66.125	74.298%	8.854	64.065%	0.51451	0.548
SIM-03453	83	0.813	61.902	74.581%	8.185	58.316%	0.52483	0.687
SIM-03479	60	0.753	53.394	88.99%	7.108	65.996%	0.77473	0.603
SIM-03546	13	0.643	17.019	130.915%	2.967	76.608%	1.69473	0.579
SIM-03587	99	0.784	72.901	73.637%	9.473	62.06%	0.50326	0.562
SIM-03644	27	0.726	28.562	105.785%	4.406	68.81%	1.23825	0.647
SIM-03649	12	0.478	19.524	162.7%	3.286	87.822%	1.96928	0.369
SIM-03667	57	0.757	50.169	88.016%	6.315	65.483%	0.73044	0.576
SIM-03682	111	0.798	78.537	70.754%	10.637	60.317%	0.45027	0.619
SIM-03692	79	0.832	58.502	74.053%	8.107	55.548%	0.59316	0.748
SIM-03728	34	0.689	34.537	101.579%	4.854	73.177%	1.01386	0.536
SIM-03743	51	0.685	50.957	99.916%	6.59	74.143%	0.90768	0.471
SIM-03830	47	0.67	46.974	99.945%	6.619	76.43%	1.0218	0.49
SIM-03834	54	0.757	44.105	81.676%	6.004	65.509%	0.70467	0.58
SIM-03859	98	0.829	66.299	67.652%	8.691	55.868%	0.45194	0.684
SIM-03889	36	0.657	40.313	111.981%	5.45	75.578%	1.13538	0.488
SIM-03907	27	0.769	29.692	109.97%	4.189	63.882%	1.10093	0.71
SIM-03919	97	0.787	77.237	79.626%	10.067	61.841%	0.57152	0.63
SIM-03935	55	0.748	46.256	84.102%	6.209	66.567%	0.66555	0.559
SIM-03943	59	0.855	42.998	72.878%	5.766	51.99%	0.55851	0.786
SIM-03961	22	0.603	29.042	132.009%	3.923	80.078%	1.46752	0.446
SIM-03979	109	0.876	71.166	65.29%	9.223	48.408%	0.40272	0.808
SIM-04037	84	0.828	62.61	74.536%	8.315	56.06%	0.54601	0.727
SIM-04044	40	0.69	42.708	106.77%	5.415	72.361%	0.8912	0.505
SIM-04050	71	0.75	56.174	79.118%	7.907	66.122%	0.62808	0.557
SIM-04080	78	0.796	60.355	77.378%	8.208	60.51%	0.57088	0.666
SIM-04081	85	0.742	74.182	87.273%	9.458	67.046%	0.65544	0.528
SIM-04126	23	0.626	32.074	139.452%	4.642	78.464%	1.34989	0.537
SIM-04188	47	0.641	48.669	103.551%	6.636	77.669%	0.87799	0.406
SIM-04195	50	0.774	43.041	86.082%	6.464	63.385%	0.72892	0.682
SIM-04196	69	0.782	54.819	79.448%	6.819	62.51%	0.59717	0.582
SIM-04207	89	0.807	67.292	75.609%	9.384	58.997%	0.51845	0.695
SIM-04276	24	0.645	27.799	115.829%	4.324	76.438%	1.30918	0.531
SIM-04323	76	0.84	54.066	71.139%	6.815	54.564%	0.55097	0.724
SIM-04362	43	0.61	49.192	114.4%	6.449	79.99%	1.01627	0.361
SIM-04365	105	0.848	63.082	60.078%	8.688	52.972%	0.36528	0.715
SIM-04384	93	0.756	73.769	79.322%	9.516	65.511%	0.58054	0.503
SIM-04418	97	0.811	61.294	63.19%	8.719	58.918%	0.45544	0.626
SIM-04468	67	0.76	55.12	82.269%	7.777	65.035%	0.61689	0.612
SIM-04472	55	0.821	39.061	71.02%	5.83	58.011%	0.59837	0.732
SIM-04479	67	0.75	53.967	80.548%	6.96	66.665%	0.6222	0.504
SIM-04506	77	0.775	64.323	83.536%	8.687	63.526%	0.68336	0.64
SIM-04518	61	0.721	62.99	103.262%	7.995	69.325%	0.90886	0.57
SIM-04535	30	0.593	36.911	123.037%	4.964	80.527%	1.1174	0.375
SIM-04569	67	0.815	54.893	81.93%	7.142	58.121%	0.61661	0.719
SIM-04574	43	0.768	40.46	94.093%	5.915	64.926%	0.74865	0.695
SIM-04636	95	0.797	68.582	72.192%	8.814	60.393%	0.47863	0.589
SIM-04697	65	0.767	57.095	87.838%	7.938	64.175%	0.67416	0.65
SIM-04716	60	0.709	54.855	91.425%	7.264	70.554%	0.7138	0.479
SIM-04721	67	0.8	58.466	87.263%	7.699	59.937%	0.70135	0.706
SIM-04771	75	0.783	61.6	82.133%	7.995	62.241%	0.6377	0.634
SIM-04838	61	0.691	60.142	98.593%	8.339	72.308%	0.79559	0.513
SIM-04846	23	0.656	27.749	120.648%	4.295	77.14%	1.5474	0.563
SIM-04859	58	0.763	49.668	85.634%	6.59	64.62%	0.68611	0.61
SIM-04904	23	0.619	31.202	135.661%	4.51	78.509%	1.36378	0.51
SIM-04930	24	0.524	34.369	143.204%	4.844	85.631%	1.59822	0.342
SIM-04958	65	0.706	60.991	93.832%	7.972	72.473%	0.77782	0.498
SIM-05016	103	0.793	76.655	74.422%	9.53	61.135%	0.51304	0.573
SIM-05057	91	0.796	64.529	70.911%	8.404	60.493%	0.47786	0.582
SIM-05105	22	0.67	25.303	115.014%	3.64	74.301%	1.19816	0.55
SIM-05109	22	0.519	31.851	144.777%	4.534	85.685%	1.59746	0.339
SIM-05120	99	0.847	65.065	65.722%	8.396	53.422%	0.45347	0.724
SIM-05183	85	0.766	65.207	76.714%	9.292	64.274%	0.53019	0.595
SIM-05184	18	0.612	21.482	119.344%	3.36	79.196%	1.44451	0.483
SIM-05187	97	0.803	67.234	69.313%	9.229	59.697%	0.49388	0.631
SIM-05217	27	0.696	30.765	113.944%	4.274	72.244%	1.12942	0.588
SIM-05225	98	0.808	67.549	68.928%	9.28	58.928%	0.4742	0.647
SIM-05247	56	0.814	40.522	72.361%	5.445	58.044%	0.5554	0.682
SIM-05276	34	0.66	38.397	112.932%	5.34	75.519%	1.08092	0.512
SIM-05287	89	0.821	59.016	66.31%	7.328	57.048%	0.44038	0.591
SIM-05292	35	0.733	34.822	99.491%	4.874	68.25%	0.91379	0.621
SIM-05316	43	0.642	51.332	119.377%	6.883	77.44%	1.07205	0.485
SIM-05340	88	0.789	68.422	77.752%	9.229	61.39%	0.55706	0.644
SIM-05344	40	0.713	40.989	102.472%	5.345	70.183%	0.89477	0.556
SIM-05410	51	0.674	50.053	98.143%	6.748	74.069%	0.9094	0.445
SIM-05411	27	0.57	37.133	137.53%	5.275	82.382%	1.41945	0.418
SIM-05425	77	0.837	51.996	67.527%	6.98	54.672%	0.49279	0.72
SIM-05475	18	0.59	22.798	126.656%	3.959	80.813%	1.57416	0.493
SIM-05573	17	0.512	25.041	147.3%	3.94	85.978%	1.59373	0.373
SIM-05687	90	0.804	69.466	77.184%	9.283	61.478%	0.5637	0.681
SIM-05710	62	0.777	51.007	82.269%	6.728	63.013%	0.6057	0.624
SIM-05713	78	0.798	61.872	79.323%	8.092	60.314%	0.57473	0.662
SIM-05740	34	0.639	42.804	125.894%	5.662	77.05%	1.09192	0.494
SIM-05747	77	0.786	62.617	81.321%	8.367	61.851%	0.60489	0.65
SIM-05822	23	0.611	29.874	129.887%	3.963	79.26%	1.3688	0.444
SIM-05824	24	0.665	30.432	126.8%	4.96	74.775%	1.23175	0.595
SIM-05854	34	0.723	34.171	100.503%	5.354	69.12%	0.98053	0.634
SIM-05874	59	0.76	50.859	86.202%	6.812	66.478%	0.77892	0.613
SIM-05880	27	0.746	28.63	106.037%	4.687	66.957%	0.92876	0.692
SIM-05882	101	0.848	68.058	67.384%	8.7	53.444%	0.41141	0.74
SIM-05883	47	0.712	45.509	96.828%	6.413	70.392%	0.80992	0.567
SIM-05891	106	0.847	65.618	61.904%	8.654	53.262%	0.41081	0.705
SIM-05895	76	0.841	55.022	72.397%	7.13	54.052%	0.5453	0.744
SIM-05928	15	0.593	19.359	129.06%	3.525	80.869%	1.6219	0.513
SIM-05979	79	0.814	61.61	77.987%	7.679	58.048%	0.56205	0.681
SIM-06016	57	0.74	52.157	91.504%	6.689	67.227%	0.71468	0.561
SIM-06071	98	0.756	79.055	80.668%	10.834	65.451%	0.58016	0.571
SIM-06077	85	0.85	54.387	63.985%	7.412	53.631%	0.4891	0.746
SIM-06083	52	0.831	44.637	85.84%	5.732	55.674%	0.69734	0.76
SIM-06115	33	0.58	38.069	115.361%	5.677	82.808%	1.24752	0.387
SIM-06167	67	0.782	54.724	81.678%	8.002	62.295%	0.688	0.677
SIM-06168	41	0.73	39.076	95.307%	5.442	68.563%	0.77045	0.599
SIM-06192	60	0.783	50.935	84.892%	6.099	62.248%	0.63719	0.605
SIM-06226	5	0.411	8.357	167.14%	2.039	91.187%	2.53555	0.351
SIM-06257	91	0.797	65.925	72.445%	8.626	61.148%	0.49576	0.611
SIM-06305	55	0.804	46.462	84.476%	5.79	59.404%	0.66353	0.687
SIM-06322	67	0.767	57.944	86.484%	7.248	64.316%	0.71449	0.595
SIM-06338	96	0.857	60.925	63.464%	7.628	51.902%	0.46477	0.726
SIM-06355	50	0.812	43.558	87.116%	5.582	58.839%	0.69785	0.728
SIM-06367	32	0.727	36.685	114.641%	4.883	69.056%	1.03202	0.64
SIM-06373	51	0.743	44.508	87.271%	6.052	67.244%	0.78847	0.579
SIM-06398	83	0.81	68.458	82.48%	9.021	58.847%	0.56126	0.712
SIM-06425	69	0.839	53.026	76.849%	6.984	54.37%	0.62638	0.76
SIM-06443	101	0.888	59.833	59.241%	7.508	45.948%	0.38873	0.806
SIM-06460	90	0.785	72.425	80.472%	8.949	62.05%	0.56938	0.597
SIM-06482	32	0.69	35.584	111.2%	5.425	72.495%	1.1139	0.596
SIM-06524	106	0.871	64.825	61.156%	8.309	49.132%	0.38639	0.771
SIM-06529	56	0.841	48.44	86.5%	7.427	56.304%	0.76554	0.804
SIM-06575	49	0.711	48.737	99.463%	6.95	70.567%	0.85253	0.58
SIM-06713	95	0.857	63.816	67.175%	8.364	51.575%	0.47743	0.766
SIM-06731	72	0.817	56.173	78.018%	7.255	58.086%	0.5912	0.71
SIM-06735	80	0.837	57.197	71.496%	7.639	54.845%	0.51973	0.738
SIM-06802	45	0.773	40.676	90.391%	5.349	63.481%	0.72199	0.655
SIM-06840	79	0.809	60.002	75.952%	7.593	58.756%	0.56782	0.661
SIM-06850	112	0.821	74.673	66.672%	9.956	57.102%	0.3998	0.655
SIM-06856	70	0.797	61.722	88.174%	7.759	60.588%	0.66931	0.687
SIM-06871	13	0.475	20.375	156.731%	3.413	88.123%	1.70378	0.359
SIM-06884	16	0.716	17.509	109.431%	2.967	69.933%	1.19586	0.655
SIM-06926	72	0.785	57.678	80.108%	7.797	62.03%	0.62486	0.646
SIM-06945	92	0.79	71.657	77.888%	8.952	61.775%	0.57237	0.604
SIM-06956	33	0.644	36.471	110.518%	5.251	76.594%	1.07253	0.48
SIM-06963	98	0.841	61.234	62.484%	7.84	54.361%	0.42007	0.664
SIM-06975	32	0.752	31.381	98.066%	4.847	67.216%	1.06783	0.679
SIM-06981	82	0.755	67.73	82.598%	8.802	65.606%	0.57732	0.544
SIM-07043	66	0.772	56.696	85.903%	7.584	63.644%	0.71048	0.64
SIM-07081	34	0.56	42.893	126.156%	5.312	83.99%	1.21063	0.249
SIM-07096	72	0.853	51.776	71.911%	6.545	52.402%	0.5204	0.765
SIM-07105	33	0.692	35.058	106.236%	4.946	72.145%	0.96997	0.56
SIM-07108	70	0.777	53.678	76.683%	7.362	63.598%	0.61501	0.612
SIM-07117	73	0.738	58.993	80.812%	7.516	67.769%	0.58649	0.429
SIM-07154	79	0.821	58.408	73.934%	7.553	57.095%	0.5463	0.696
SIM-07194	41	0.714	41.782	101.907%	5.473	70.075%	0.88415	0.559
SIM-07197	86	0.866	58.289	67.778%	7.805	49.966%	0.47384	0.797
SIM-07201	34	0.757	35.044	103.071%	4.729	65.579%	0.94836	0.67
SIM-07206	97	0.8	70.745	72.933%	10.422	60.071%	0.54683	0.682
SIM-07208	49	0.653	51.571	105.247%	6.6	76.21%	0.88689	0.396
SIM-07255	31	0.738	30.569	98.61%	4.74	67.714%	0.91524	0.657
SIM-07265	101	0.776	76.817	76.056%	10.067	63.291%	0.55658	0.567
SIM-07279	45	0.666	48.311	107.358%	6.688	76.217%	1.07469	0.507
SIM-07280	29	0.744	31.506	108.641%	4.42	67.404%	1.00094	0.669
SIM-07295	27	0.6	33.727	124.915%	4.47	80.284%	1.21404	0.399
SIM-07297	91	0.831	60.007	65.942%	8.168	55.705%	0.47137	0.694
SIM-07364	111	0.837	74.756	67.348%	9.689	54.765%	0.45381	0.704
SIM-07386	50	0.697	50.873	101.746%	6.882	71.75%	0.90804	0.531
SIM-07444	53	0.781	48.995	92.443%	6.031	62.539%	0.73148	0.656
SIM-07485	76	0.73	62.357	82.049%	8.863	68.38%	0.61887	0.521
SIM-07498	41	0.819	33.999	82.924%	4.481	57.373%	0.73405	0.734
SIM-07506	46	0.584	55.189	119.976%	7.557	81.489%	1.14441	0.353
SIM-07507	38	0.679	42.021	110.582%	5.727	75.199%	1.11875	0.542
SIM-07540	23	0.788	25.335	110.152%	3.752	61.683%	1.18909	0.745
SIM-07541	76	0.815	59.787	78.667%	7.947	57.959%	0.57636	0.713
SIM-07561	24	0.663	30.487	127.029%	4.652	75.465%	1.19439	0.588
SIM-07574	51	0.681	47.591	93.316%	6.318	74.981%	0.83347	0.427
SIM-07580	64	0.796	49.672	77.612%	6.65	60.706%	0.62099	0.66
SIM-07586	68	0.721	58.657	86.26%	7.391	69.838%	0.68591	0.43
SIM-07629	87	0.822	61.429	70.608%	8.05	57.065%	0.49441	0.68
SIM-07683	64	0.812	52.64	82.25%	6.629	58.593%	0.62679	0.703
SIM-07724	59	0.788	55.144	93.464%	7.293	61.858%	0.76808	0.703
SIM-07748	96	0.847	60.148	62.654%	7.723	53.294%	0.44036	0.693
SIM-07758	68	0.798	58.317	85.76%	7.33	60.252%	0.6635	0.68
SIM-07788	45	0.709	44.768	99.484%	6.01	71.326%	0.91953	0.553
SIM-07804	77	0.766	63.171	82.04%	8.161	64.318%	0.64005	0.575
SIM-07921	73	0.823	56.347	77.188%	7.453	56.995%	0.61424	0.723
SIM-08029	77	0.759	61.574	79.966%	7.912	65.257%	0.59602	0.523
SIM-08057	98	0.835	66.318	67.671%	8.638	55.074%	0.44467	0.7
SIM-08060	89	0.818	62.928	70.706%	8.163	57.577%	0.51821	0.661
SIM-08113	35	0.733	35.113	100.323%	5.149	68.2%	1.01476	0.636
SIM-08195	24	0.686	27.799	115.829%	3.85	72.758%	1.20091	0.571
SIM-08205	73	0.781	57.749	79.108%	7.635	62.548%	0.5638	0.617
SIM-08217	39	0.721	37.83	97.0%	5.161	69.591%	0.86279	0.576
SIM-08231	46	0.6	50.825	110.489%	6.43	81.661%	1.00643	0.267
SIM-08247	43	0.763	42.248	98.251%	5.864	65.156%	0.77377	0.679
SIM-08320	66	0.785	61.984	93.915%	8.617	62.846%	0.72799	0.713
SIM-08338	86	0.804	67.242	78.188%	8.617	59.463%	0.61072	0.665
SIM-08352	97	0.82	65.475	67.5%	8.414	57.383%	0.43629	0.636
SIM-08362	95	0.809	67.812	71.381%	9.102	58.876%	0.53212	0.656
SIM-08392	86	0.803	63.555	73.901%	8.807	59.649%	0.62994	0.672
SIM-08414	91	0.78	71.787	78.887%	9.123	63.105%	0.56405	0.589
SIM-08427	77	0.836	59.97	77.883%	7.776	54.848%	0.56578	0.753
SIM-08434	85	0.827	62.522	73.555%	8.565	56.354%	0.53472	0.729
SIM-08456	29	0.752	27.53	94.931%	3.898	65.888%	0.94453	0.649
SIM-08474	103	0.822	70.671	68.613%	8.83	56.879%	0.44094	0.634
SIM-08518	68	0.759	55.493	81.607%	7.868	65.116%	0.71622	0.608
SIM-08590	42	0.589	51.026	121.49%	7.154	81.003%	1.14715	0.389
SIM-08594	25	0.729	28.579	114.316%	4.277	68.487%	1.15707	0.661
SIM-08606	86	0.847	55.215	64.203%	7.387	53.311%	0.44404	0.73
SIM-08756	66	0.759	56.592	85.745%	7.66	65.206%	0.69942	0.61
SIM-08790	67	0.767	57.4	85.672%	7.175	64.175%	0.62883	0.586
SIM-08834	21	0.521	30.558	145.514%	4.094	85.366%	1.43139	0.3
SIM-08859	90	0.809	64.676	71.862%	8.686	58.829%	0.55701	0.66
SIM-08869	33	0.714	35.086	106.321%	5.389	70.159%	1.07296	0.628
SIM-08879	85	0.766	67.859	79.834%	8.887	64.304%	0.59446	0.567
SIM-08889	79	0.813	67.839	85.872%	8.977	59.064%	0.65681	0.739
SIM-08932	82	0.744	63.431	77.355%	8.382	67.987%	0.54587	0.467
SIM-08967	36	0.659	38.973	108.258%	5.363	75.844%	1.09758	0.487
SIM-09016	24	0.629	31.186	129.942%	4.793	77.753%	1.3152	0.531
SIM-09051	29	0.621	35.378	121.993%	4.646	78.532%	1.16074	0.429
SIM-09100	57	0.725	58.102	101.933%	8.006	68.905%	0.90427	0.605
SIM-09129	90	0.876	53.846	59.829%	6.882	48.184%	0.38312	0.778
SIM-09131	63	0.842	39.686	62.994%	6.25	54.607%	0.53144	0.762
SIM-09162	48	0.644	51.604	107.508%	6.917	77.334%	1.04323	0.427
SIM-09170	78	0.763	62.143	79.671%	8.532	64.681%	0.6363	0.588
SIM-09198	36	0.761	37.974	105.483%	5.281	65.005%	0.98775	0.686
SIM-09265	97	0.818	68.405	70.521%	8.793	57.605%	0.47333	0.656
SIM-09295	42	0.717	41.31	98.357%	5.758	69.826%	0.98332	0.579
SIM-09310	99	0.817	72.254	72.984%	9.099	57.663%	0.49596	0.661
SIM-09381	32	0.66	36.383	113.697%	5.422	75.19%	1.20657	0.54
SIM-09461	98	0.812	64.983	66.309%	8.383	58.407%	0.42394	0.581
SIM-09467	32	0.734	29.46	92.062%	4.908	68.062%	1.01879	0.649
SIM-09558	59	0.746	55.515	94.093%	7.424	66.94%	0.75596	0.62
SIM-09569	24	0.678	27.415	114.229%	3.891	73.533%	1.08965	0.559
SIM-09573	96	0.835	66.444	69.212%	8.363	55.144%	0.47276	0.697
SIM-09626	31	0.745	30.804	99.368%	4.275	66.764%	0.93546	0.641
SIM-09642	54	0.766	45.611	84.465%	6.428	64.28%	0.70454	0.638
SIM-09683	44	0.784	41.61	94.568%	5.301	62.473%	0.80578	0.687
SIM-09700	62	0.68	61.241	98.776%	8.214	73.764%	0.86201	0.467
SIM-09714	93	0.8	71.474	76.854%	9.013	60.087%	0.5364	0.633
SIM-09722	40	0.701	41.785	104.462%	5.89	71.427%	0.94274	0.576
SIM-09737	29	0.68	33.524	115.6%	4.694	73.308%	1.12498	0.563
SIM-09756	90	0.789	61.318	68.131%	8.343	61.505%	0.44843	0.55
SIM-09772	30	0.786	29.571	98.57%	4.54	62.958%	0.91793	0.74
SIM-09781	54	0.674	53.289	98.683%	7.112	74.148%	0.8384	0.44
SIM-09870	76	0.748	62.951	82.83%	8.859	66.777%	0.66061	0.583
SIM-09883	44	0.698	44.661	101.502%	6.325	72.553%	1.05983	0.561
SIM-09931	78	0.787	67.123	86.055%	8.565	61.813%	0.67219	0.658
SIM-09975	36	0.72	37.964	105.456%	5.292	69.487%	1.11472	0.611
SIM-10004	54	0.782	56.703	105.006%	7.745	62.411%	0.83611	0.718
