Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-03018	23	0.525	28.181	122.526%	5.076	94.259%	1.87519	0.404
SIM-03040	57	0.696	52.556	92.204%	6.715	71.992%	0.78144	0.405
SIM-03044	20	0.505	30.777	153.885%	4.894	86.515%	1.60589	0.392
SIM-03068	48	0.611	53.556	111.575%	6.849	79.618%	1000.0	0.308
SIM-03080	18	0.399	25.294	140.522%	4.552	101.786%	1000.0	0.25
SIM-03084	62	0.686	61.774	99.635%	8.489	72.793%	0.80858	0.501
SIM-03116	68	0.66	69.057	101.554%	9.679	75.124%	1000.0	0.453
SIM-03120	61	0.681	59.31	97.23%	7.532	73.505%	0.88217	0.403
SIM-03139	34	0.723	36.655	107.809%	5.016	69.559%	0.92418	0.626
SIM-03160	76	0.654	77.385	101.822%	10.122	75.868%	0.85059	0.382
SIM-03217	78	0.772	63.823	81.824%	8.286	63.551%	0.64564	0.598
SIM-03291	95	0.729	73.545	77.416%	10.094	68.841%	0.59303	0.431
SIM-03341	48	0.687	47.82	99.625%	6.5	72.672%	0.8407	0.496
SIM-03357	17	0.44	24.407	143.571%	4.094	93.923%	1.93375	0.286
SIM-03376	12	0.437	19.466	162.217%	3.606	90.15%	1.87534	0.341
SIM-03377	71	0.667	65.071	91.649%	8.337	75.791%	1000.0	0.298
SIM-03416	67	0.63	67.236	100.352%	9.085	78.191%	0.85065	0.32
SIM-03426	106	0.775	75.569	71.292%	11.136	63.248%	0.5024	0.599
SIM-03441	83	0.75	69.22	83.398%	9.146	66.178%	0.61016	0.547
SIM-03446	89	0.757	66.935	75.208%	9.062	65.57%	0.55393	0.507
SIM-03453	83	0.708	74.174	89.366%	9.927	70.727%	0.66536	0.467
SIM-03479	60	0.685	60.117	100.195%	7.845	72.839%	0.83386	0.465
SIM-03546	13	0.471	20.868	160.523%	3.423	88.381%	1.8817	0.352
SIM-03587	99	0.7	85.69	86.556%	11.026	72.234%	1000.0	0.369
SIM-03644	27	0.622	29.393	108.863%	5.105	79.727%	1.34952	0.51
SIM-03649	12	0.353	20.359	169.658%	3.502	93.595%	2.19896	0.148
SIM-03667	57	0.621	59.334	104.095%	7.648	79.306%	1000.0	0.278
SIM-03682	111	0.732	85.728	77.232%	12.063	68.403%	0.57898	0.468
SIM-03692	79	0.743	73.674	93.258%	9.781	67.018%	0.75346	0.598
SIM-03728	34	0.542	42.732	125.682%	5.611	84.589%	1.25524	0.234
SIM-03743	51	0.549	58.252	114.22%	7.518	84.584%	1.09496	0.106
SIM-03830	47	0.562	53.894	114.668%	7.237	83.566%	1000.0	0.227
SIM-03834	54	0.634	55.22	102.259%	7.172	78.253%	0.91064	0.32
SIM-03859	98	0.723	84.585	86.311%	10.793	69.38%	0.64936	0.448
SIM-03889	36	0.555	46.048	127.911%	6.021	83.496%	1.24056	0.281
SIM-03907	27	0.611	35.032	129.748%	5.23	79.757%	1.24508	0.511
SIM-03919	97	0.725	84.842	87.466%	11.208	68.85%	0.68585	0.5
SIM-03935	55	0.708	49.266	89.575%	6.591	70.663%	0.71729	0.47
SIM-03943	59	0.679	58.287	98.792%	8.144	73.432%	0.85251	0.486
SIM-03961	22	0.572	30.6	139.091%	4.019	82.037%	1.43691	0.388
SIM-03979	109	0.728	91.264	83.728%	13.068	68.589%	1000.0	0.536
SIM-04037	84	0.697	76.727	91.342%	10.632	71.681%	1000.0	0.478
SIM-04044	40	0.63	45.382	113.455%	5.82	77.773%	1000.0	0.381
SIM-04050	71	0.681	61.565	86.711%	8.786	73.472%	1000.0	0.406
SIM-04080	78	0.694	72.524	92.979%	9.797	72.224%	0.72601	0.464
SIM-04081	85	0.63	80.557	94.773%	11.094	78.643%	1000.0	0.281
SIM-04126	23	0.483	32.985	143.413%	5.185	87.642%	1.45689	0.304
SIM-04188	47	0.585	51.815	110.245%	6.988	81.788%	1.07192	0.264
SIM-04195	50	0.66	54.534	109.068%	7.674	75.25%	0.91733	0.504
SIM-04196	69	0.661	61.697	89.416%	8.266	75.774%	0.75295	0.283
SIM-04207	89	0.687	76.792	86.283%	11.554	72.639%	1000.0	0.467
SIM-04276	24	0.554	33.062	137.758%	4.711	83.28%	1.33719	0.385
SIM-04323	76	0.712	68.849	90.591%	8.788	70.36%	1000.0	0.453
SIM-04362	43	0.535	52.272	121.563%	6.895	85.522%	1.20381	0.187
SIM-04365	105	0.758	77.615	73.919%	10.728	65.41%	0.513	0.513
SIM-04384	93	0.659	82.022	88.196%	11.022	75.879%	0.76505	0.248
SIM-04418	97	0.775	69.335	71.479%	9.389	63.445%	0.52263	0.539
SIM-04468	67	0.676	61.801	92.24%	8.822	73.773%	0.71334	0.441
SIM-04472	55	0.796	41.536	75.52%	6.282	62.508%	0.7539	0.698
SIM-04479	67	0.723	57.646	86.039%	7.217	69.126%	0.65257	0.408
SIM-04506	77	0.677	76.604	99.486%	10.065	73.603%	0.86018	0.441
SIM-04518	61	0.595	69.718	114.292%	9.297	80.615%	1000.0	0.318
SIM-04535	30	0.536	38.147	127.157%	5.225	84.761%	1.2414	0.26
SIM-04569	67	0.615	72.319	107.939%	9.724	79.133%	0.9307	0.335
SIM-04574	43	0.666	46.336	107.758%	6.831	74.98%	0.92477	0.539
SIM-04636	95	0.744	74.883	78.824%	9.812	67.231%	1000.0	0.466
SIM-04697	65	0.673	62.106	95.548%	9.412	76.092%	0.91351	0.51
SIM-04716	60	0.61	61.208	102.013%	8.2	79.645%	0.88468	0.237
SIM-04721	67	0.644	72.591	108.345%	9.828	76.511%	0.97565	0.428
SIM-04771	75	0.687	73.391	97.855%	9.346	72.759%	1000.0	0.433
SIM-04838	61	0.589	63.32	103.803%	9.329	80.893%	0.96331	0.289
SIM-04846	23	0.447	35.797	155.639%	4.985	89.533%	1.61523	0.182
SIM-04859	58	0.66	57.568	99.255%	7.684	75.348%	0.83932	0.395
SIM-04904	23	0.521	29.872	129.878%	5.31	92.435%	1000.0	0.409
SIM-04930	24	0.413	37.385	155.771%	5.194	91.818%	1.81079	0.114
SIM-04958	65	0.671	62.632	96.357%	8.323	75.664%	1000.0	0.42
SIM-05016	103	0.68	86.274	83.761%	11.661	74.805%	0.72075	0.303
SIM-05057	91	0.725	73.689	80.977%	9.656	69.505%	0.62116	0.417
SIM-05105	22	0.499	31.068	141.218%	4.258	86.916%	1.59897	0.242
SIM-05109	22	0.345	33.376	151.709%	5.241	99.046%	1000.0	0.105
SIM-05120	99	0.715	80.229	81.039%	11.05	70.309%	0.61248	0.429
SIM-05183	85	0.733	71.649	84.293%	9.83	67.996%	1000.0	0.527
SIM-05184	18	0.5	26.444	146.911%	3.675	86.621%	1.47824	0.282
SIM-05187	97	0.688	81.119	83.628%	11.311	73.165%	1000.0	0.373
SIM-05217	27	0.512	35.106	130.022%	5.238	88.538%	1000.0	0.314
SIM-05225	98	0.684	86.668	88.437%	11.575	73.501%	0.70979	0.372
SIM-05247	56	0.693	49.328	88.086%	6.786	72.339%	0.71588	0.426
SIM-05276	34	0.558	42.929	126.262%	5.876	83.099%	1.16333	0.312
SIM-05287	89	0.773	65.828	73.964%	8.244	64.179%	0.51261	0.478
SIM-05292	35	0.694	37.299	106.569%	5.141	71.988%	0.9902	0.556
SIM-05316	43	0.562	53.593	124.635%	7.361	82.818%	1000.0	0.317
SIM-05340	88	0.67	81.786	92.939%	11.204	74.528%	0.70479	0.393
SIM-05344	40	0.601	45.914	114.785%	6.104	80.149%	1.16622	0.334
SIM-05410	51	0.569	58.226	114.169%	7.538	82.74%	1.04787	0.183
SIM-05411	27	0.536	37.31	138.185%	5.474	85.49%	1.64874	0.374
SIM-05425	77	0.724	68.265	88.656%	8.815	69.044%	1000.0	0.487
SIM-05475	18	0.404	28.697	159.428%	4.49	91.652%	1000.0	0.183
SIM-05573	17	0.48	23.758	139.753%	5.1	111.291%	1000.0	0.408
SIM-05687	90	0.754	77.214	85.793%	9.993	66.18%	0.7686	0.57
SIM-05710	62	0.731	54.727	88.269%	7.284	68.221%	0.67443	0.532
SIM-05713	78	0.696	70.221	90.027%	9.739	72.59%	0.74207	0.476
SIM-05740	34	0.531	40.853	120.156%	6.649	90.481%	1.55897	0.366
SIM-05747	77	0.672	76.619	99.505%	10.034	74.173%	1000.0	0.42
SIM-05822	23	0.546	31.199	135.648%	4.193	83.86%	1000.0	0.318
SIM-05824	24	0.526	30.176	125.733%	5.651	85.192%	1.4066	0.406
SIM-05854	34	0.577	38.67	113.735%	7.132	92.074%	1.23576	0.472
SIM-05874	59	0.656	59.84	101.424%	7.758	75.71%	0.86414	0.378
SIM-05880	27	0.685	31.315	115.981%	5.112	73.029%	1.08605	0.612
SIM-05882	101	0.67	90.393	89.498%	12.219	75.061%	0.64793	0.345
SIM-05883	47	0.6	52.505	111.713%	7.3	80.128%	0.99535	0.346
SIM-05891	106	0.773	78.27	73.84%	10.373	63.841%	1000.0	0.54
SIM-05895	76	0.744	66.944	88.084%	8.826	66.91%	0.68806	0.564
SIM-05928	15	0.367	24.456	163.04%	4.074	93.464%	1.91795	0.164
SIM-05979	79	0.702	75.276	95.286%	9.446	71.405%	1000.0	0.446
SIM-06016	57	0.642	56.977	99.96%	7.662	77.006%	0.85605	0.352
SIM-06071	98	0.662	91.924	93.8%	13.24	79.986%	0.84986	0.45
SIM-06077	85	0.712	74.248	87.351%	9.73	70.404%	0.68261	0.445
SIM-06083	52	0.649	54.191	104.213%	7.831	76.061%	0.97956	0.462
SIM-06115	33	0.552	36.668	111.115%	5.945	86.717%	1000.0	0.36
SIM-06167	67	0.614	69.266	103.382%	10.154	79.049%	1000.0	0.366
SIM-06168	41	0.621	43.157	105.261%	6.424	80.935%	1.11196	0.434
SIM-06192	60	0.633	57.15	95.25%	7.633	77.904%	0.82782	0.238
SIM-06226	5	0.281	9.214	184.28%	2.146	95.972%	2.75074	0.168
SIM-06257	91	0.72	76.899	84.504%	9.855	69.86%	0.66107	0.414
SIM-06305	55	0.697	53.707	97.649%	6.991	71.726%	0.84154	0.48
SIM-06322	67	0.659	67.674	101.006%	8.525	75.647%	1000.0	0.357
SIM-06338	96	0.747	75.002	78.127%	9.831	66.891%	0.56123	0.473
SIM-06355	50	0.643	56.007	112.014%	7.266	76.59%	0.95187	0.419
SIM-06367	32	0.617	39.755	124.234%	5.578	78.885%	1.16506	0.465
SIM-06373	51	0.623	51.412	100.808%	7.476	83.067%	1000.0	0.402
SIM-06398	83	0.709	73.659	88.746%	10.815	70.549%	0.68457	0.537
SIM-06425	69	0.769	59.276	85.907%	8.24	64.148%	1000.0	0.651
SIM-06443	101	0.799	78.437	77.66%	9.85	60.281%	0.57671	0.635
SIM-06460	90	0.69	80.563	89.514%	10.525	72.978%	0.7001	0.381
SIM-06482	32	0.475	41.879	130.872%	7.58	101.292%	1.65438	0.348
SIM-06524	106	0.787	81.826	77.194%	10.44	61.733%	1000.0	0.596
SIM-06529	56	0.63	63.783	113.898%	10.331	78.319%	0.94891	0.53
SIM-06575	49	0.653	48.915	99.827%	7.58	76.963%	0.97297	0.496
SIM-06713	95	0.722	84.514	88.962%	11.215	69.155%	1000.0	0.506
SIM-06731	72	0.719	67.48	93.722%	8.685	69.536%	1000.0	0.51
SIM-06735	80	0.724	71.938	89.922%	9.605	68.96%	1000.0	0.525
SIM-06802	45	0.619	51.525	114.5%	6.631	78.695%	1000.0	0.359
SIM-06840	79	0.755	63.986	80.995%	8.504	65.806%	0.65423	0.552
SIM-06850	112	0.688	93.674	83.638%	12.805	73.442%	0.61219	0.351
SIM-06856	70	0.704	71.702	102.431%	9.103	71.082%	1000.0	0.518
SIM-06871	13	0.355	21.714	167.031%	3.629	93.7%	2.00747	0.139
SIM-06884	16	0.512	21.016	131.35%	3.722	87.728%	1.84615	0.389
SIM-06926	72	0.706	63.591	88.321%	8.909	70.876%	0.74401	0.487
SIM-06945	92	0.661	83.74	91.022%	11.048	76.238%	1000.0	0.299
SIM-06956	33	0.482	41.441	125.579%	6.315	92.114%	1.40153	0.25
SIM-06963	98	0.752	72.22	73.694%	9.604	66.592%	0.58169	0.447
SIM-06975	32	0.642	35.845	112.016%	5.553	77.006%	1.18679	0.515
SIM-06981	82	0.72	71.483	87.174%	9.328	69.527%	0.65436	0.467
SIM-07043	66	0.674	66.496	100.752%	8.803	73.873%	1000.0	0.447
SIM-07081	34	0.592	42.293	124.391%	5.137	81.223%	1.14726	0.306
SIM-07096	72	0.708	64.328	89.344%	8.818	70.601%	1000.0	0.488
SIM-07105	33	0.49	45.081	136.609%	6.0	87.519%	1.39246	0.15
SIM-07108	70	0.658	64.562	92.231%	8.796	75.986%	0.78763	0.338
SIM-07117	73	0.672	63.879	87.505%	8.387	75.623%	1000.0	0.288
SIM-07154	79	0.743	65.135	82.449%	8.871	67.058%	0.60929	0.541
SIM-07194	41	0.628	44.776	109.21%	6.08	77.846%	1.01851	0.392
SIM-07197	86	0.733	72.385	84.169%	10.654	68.205%	0.60512	0.573
SIM-07201	34	0.516	44.774	131.688%	6.264	86.866%	1.41484	0.275
SIM-07206	97	0.736	83.033	85.601%	11.763	67.801%	0.66573	0.569
SIM-07208	49	0.595	54.247	110.708%	7.028	81.152%	0.94011	0.262
SIM-07255	31	0.568	39.52	127.484%	5.761	82.3%	1.19113	0.387
SIM-07265	101	0.744	78.785	78.005%	10.651	66.962%	0.60062	0.489
SIM-07279	45	0.595	49.884	110.853%	7.515	85.641%	1000.0	0.417
SIM-07280	29	0.602	38.116	131.434%	5.245	79.986%	1000.0	0.453
SIM-07295	27	0.465	37.751	139.819%	4.993	89.677%	1.39112	0.121
SIM-07297	91	0.79	68.135	74.874%	8.998	61.366%	0.51676	0.611
SIM-07364	111	0.737	85.001	76.577%	11.992	67.783%	0.5681	0.482
SIM-07386	50	0.517	56.398	112.796%	8.269	86.21%	1.07399	0.134
SIM-07444	53	0.663	54.953	103.685%	7.219	74.858%	0.90646	0.43
SIM-07485	76	0.607	69.644	91.637%	10.434	80.5%	0.76626	0.26
SIM-07498	41	0.636	47.433	115.69%	6.031	77.219%	1.01748	0.407
SIM-07506	46	0.482	59.292	128.896%	8.223	88.671%	1000.0	0.139
SIM-07507	38	0.551	49.059	129.103%	6.381	83.787%	1000.0	0.272
SIM-07540	23	0.471	31.104	135.235%	5.425	89.186%	1.65154	0.316
SIM-07541	76	0.634	71.18	93.658%	10.635	77.564%	0.8212	0.361
SIM-07561	24	0.445	36.358	151.492%	5.528	89.676%	1000.0	0.227
SIM-07574	51	0.654	50.665	99.343%	6.392	75.859%	0.80486	0.301
SIM-07580	64	0.631	66.074	103.241%	8.573	78.26%	0.88062	0.31
SIM-07586	68	0.66	58.816	86.494%	8.093	76.472%	1000.0	0.286
SIM-07629	87	0.739	70.416	80.938%	9.521	67.493%	0.59729	0.501
SIM-07683	64	0.733	59.096	92.337%	7.702	68.077%	0.72963	0.555
SIM-07724	59	0.661	62.173	105.378%	8.853	75.09%	0.89772	0.492
SIM-07748	96	0.763	70.603	73.545%	9.421	65.011%	1000.0	0.495
SIM-07758	68	0.608	70.901	104.266%	10.245	84.213%	1000.0	0.385
SIM-07788	45	0.588	50.709	112.687%	6.846	81.247%	1.07136	0.296
SIM-07804	77	0.704	71.842	93.301%	9.042	71.261%	0.78545	0.437
SIM-07921	73	0.722	68.978	94.49%	9.049	69.199%	1000.0	0.542
SIM-08029	77	0.667	71.544	92.914%	9.166	75.6%	0.767	0.313
SIM-08057	98	0.786	72.43	73.908%	9.69	61.781%	0.53734	0.597
SIM-08060	89	0.689	79.398	89.211%	10.363	73.095%	1000.0	0.374
SIM-08113	35	0.654	40.22	114.914%	5.713	75.671%	1.1515	0.512
SIM-08195	24	0.584	32.164	134.017%	4.298	81.225%	1.28028	0.402
SIM-08205	73	0.707	66.331	90.864%	8.647	70.839%	0.69883	0.456
SIM-08217	39	0.554	46.734	119.831%	6.222	83.897%	1.11529	0.237
SIM-08231	46	0.556	52.934	115.074%	6.686	84.912%	1000.0	0.15
SIM-08247	43	0.588	50.558	117.577%	7.277	80.856%	1.0689	0.378
SIM-08320	66	0.564	80.108	121.376%	11.331	82.64%	1000.0	0.324
SIM-08338	86	0.72	76.867	89.38%	10.061	69.427%	1000.0	0.491
SIM-08352	97	0.767	71.596	73.81%	9.453	64.469%	1000.0	0.506
SIM-08362	95	0.709	84.231	88.664%	10.933	70.72%	1000.0	0.439
SIM-08392	86	0.722	74.775	86.948%	10.215	69.185%	1000.0	0.51
SIM-08414	91	0.723	79.943	87.849%	10.023	69.331%	1000.0	0.45
SIM-08427	77	0.689	75.384	97.901%	10.28	72.51%	0.76422	0.491
SIM-08434	85	0.722	73.382	86.332%	10.515	69.184%	0.6788	0.541
SIM-08456	29	0.605	36.035	124.259%	4.709	79.597%	1.10358	0.394
SIM-08474	103	0.789	74.639	72.465%	9.559	61.575%	0.48605	0.557
SIM-08518	68	0.651	66.036	97.112%	9.194	76.09%	0.90646	0.385
SIM-08590	42	0.482	56.161	133.717%	7.772	88.001%	1.3618	0.142
SIM-08594	25	0.505	36.866	147.464%	5.391	86.325%	1.47332	0.325
SIM-08606	86	0.772	64.541	75.048%	8.802	63.523%	1000.0	0.572
SIM-08756	66	0.669	64.095	97.114%	8.739	74.391%	1000.0	0.425
SIM-08790	67	0.705	61.804	92.245%	7.945	71.062%	0.73701	0.45
SIM-08834	21	0.466	31.691	150.91%	4.251	88.639%	1.57099	0.177
SIM-08859	90	0.681	80.777	89.752%	10.878	73.675%	0.73992	0.383
SIM-08869	33	0.668	39.371	119.306%	5.744	74.781%	1000.0	0.564
SIM-08879	85	0.718	72.896	85.76%	9.645	69.789%	0.66008	0.457
SIM-08889	79	0.683	82.913	104.953%	11.117	73.144%	0.8523	0.51
SIM-08932	82	0.711	60.26	73.488%	8.681	70.412%	0.55204	0.31
SIM-08967	36	0.579	44.401	123.336%	5.782	81.77%	1000.0	0.313
SIM-09016	24	0.526	34.567	144.029%	5.249	85.15%	1.49938	0.38
SIM-09051	29	0.573	38.615	133.155%	4.852	82.014%	1.23194	0.33
SIM-09100	57	0.643	62.586	109.8%	8.91	76.685%	1000.0	0.468
SIM-09129	90	0.757	69.503	77.226%	9.347	65.442%	0.50957	0.526
SIM-09131	63	0.824	45.123	71.624%	6.508	56.861%	0.62985	0.731
SIM-09162	48	0.589	54.985	114.552%	7.265	81.225%	1.10474	0.294
SIM-09170	78	0.689	69.008	88.472%	9.588	72.686%	0.74677	0.425
SIM-09198	36	0.61	45.393	126.092%	6.456	79.468%	1.15162	0.467
SIM-09265	97	0.737	75.979	78.329%	10.354	67.831%	0.57828	0.472
SIM-09295	42	0.585	45.736	108.895%	6.86	83.19%	1.24785	0.37
SIM-09310	99	0.694	88.343	89.235%	11.444	72.523%	0.70831	0.387
SIM-09381	32	0.53	42.95	134.219%	6.116	84.814%	1000.0	0.312
SIM-09461	98	0.767	69.8	71.224%	9.249	64.441%	0.50054	0.462
SIM-09467	32	0.637	40.269	125.841%	5.57	77.242%	1.16537	0.507
SIM-09558	59	0.641	62.032	105.139%	8.517	76.795%	0.90388	0.409
SIM-09569	24	0.533	33.323	138.846%	4.481	84.683%	1.41022	0.303
SIM-09573	96	0.711	85.507	89.07%	10.738	70.804%	1000.0	0.416
SIM-09626	31	0.604	38.975	125.726%	5.106	79.742%	1.2472	0.399
SIM-09642	54	0.601	60.313	111.691%	8.026	80.26%	1000.0	0.314
SIM-09683	44	0.618	49.464	112.418%	6.676	78.677%	0.96143	0.379
SIM-09700	62	0.538	71.669	115.595%	9.668	86.821%	1.05614	0.195
SIM-09714	93	0.698	84.295	90.64%	10.751	71.673%	0.68579	0.383
SIM-09722	40	0.589	48.003	120.008%	6.668	80.861%	1.13256	0.367
SIM-09737	29	0.577	37.504	129.324%	5.24	81.835%	1.2808	0.393
SIM-09756	90	0.703	70.593	78.437%	9.707	71.561%	0.61282	0.319
SIM-09772	30	0.566	38.444	128.147%	5.955	82.581%	1.27457	0.419
SIM-09781	54	0.607	57.172	105.874%	7.676	80.028%	0.92168	0.293
SIM-09870	76	0.667	72.562	95.476%	9.911	74.707%	1000.0	0.404
SIM-09883	44	0.555	54.535	123.943%	7.283	83.542%	1.26756	0.269
SIM-09931	78	0.66	77.368	99.19%	10.431	75.279%	0.83709	0.403
SIM-09975	36	0.497	50.837	141.214%	6.645	87.253%	1000.0	0.205
SIM-10004	54	0.59	66.172	122.541%	10.036	80.872%	1.14614	0.439
